Clustername 1,Clustername 2,Raw distance,Squared similarity,Jaccard index,DSS index,Adjacency index,raw DSS non-anchor,raw DSS anchor,Non-anchor domains,Anchor domains,Combined group,Shared group,cluster1,junk_1,contigregion_1,junk2,junk3,fileext,cluster2
HN068_contigs.fa_antismashcontig00001.region001_HN068_contigs.fa_antismash,HN123_contigs.fa_antismashcontig00002.region001_HN123_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,32,2,arylpolyene - arylpolyene,arylpolyene,HN068,contigs.fa,antismashcontig00002.region001,HN123,contigs.fa,antismash,HN123
MMO-119_contigs.fa_antismashcontig00008.region001_MMO-119_contigs.fa_antismash,USHLN179_contigs.fa_antismashcontig00001.region001_USHLN179_contigs.fa_antismash,0.1031783819198608,0.8042890429496765,0.7307692170143127,0.903278946876526,0.6666666865348816,0.0967210382223129,0.0,21,0,hserlactone - hserlactone,hserlactone,MMO-119,contigs.fa,antismashcontig00001.region001,USHLN179,contigs.fa,antismash,USHLN179
USHLN183_contigs.fa_antismashcontig00003.region001_USHLN183_contigs.fa_antismash,USHLN192_contigs.fa_antismashcontig00003.region001_USHLN192_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,15,1,siderophore - siderophore,siderophore,USHLN183,contigs.fa,antismashcontig00003.region001,USHLN192,contigs.fa,antismash,USHLN192
USHLN152_contigs.fa_antismashcontig00002.region001_USHLN152_contigs.fa_antismash,USMM074_contigs.fa_antismashcontig00002.region001_USMM074_contigs.fa_antismash,0.1781431585550308,0.6754486560821533,0.7333333492279053,0.8249874114990234,0.7142857313156128,0.165893018245697,0.2046511620283126,13,1,siderophore - siderophore,siderophore,USHLN152,contigs.fa,antismashcontig00002.region001,USMM074,contigs.fa,antismash,USMM074
AS124_contigs.fa_antismashcontig00011.region001_AS124_contigs.fa_antismash,USMM072_contigs.fa_antismashcontig00004.region001_USMM072_contigs.fa_antismash,0.1312563121318817,0.754715621471405,0.8181818127632141,0.870307445526123,0.8181818127632141,0.1296925395727157,0.0,12,0,siderophore - siderophore,siderophore,AS124,contigs.fa,antismashcontig00004.region001,USMM072,contigs.fa,antismash,USMM072
HN125_contigs.fa_antismashcontig00001.region002_HN125_contigs.fa_antismash,MMO-122_contigs.fa_antismashcontig00001.region001_MMO-122_contigs.fa_antismash,0.0205475632101297,0.9593271017074584,1.0,0.9788169264793396,1.0,0.0211830548942089,0.0,12,0,siderophore - siderophore,siderophore,HN125,contigs.fa,antismashcontig00001.region001,MMO-122,contigs.fa,antismash,MMO-122
HN100_contigs.fa_antismashcontig00010.region001_HN100_contigs.fa_antismash,MMO-43_contigs.fa_antismashcontig00011.region001_MMO-43_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,12,0,siderophore - siderophore,siderophore,HN100,contigs.fa,antismashcontig00011.region001,MMO-43,contigs.fa,antismash,MMO-43
MMO-84_contigs.fa_antismashcontig00011.region001_MMO-84_contigs.fa_antismash,USHLN271_contigs.fa_antismashcontig00001.region001_USHLN271_contigs.fa_antismash,0.2357885092496872,0.5840191841125488,0.6153846383094788,0.7697206735610962,0.5714285969734192,0.2302792966365814,0.0,12,0,siderophore - siderophore,siderophore,MMO-84,contigs.fa,antismashcontig00001.region001,USHLN271,contigs.fa,antismash,USHLN271
HN117_contigs.fa_antismashcontig00009.region001_HN117_contigs.fa_antismash,HN118_contigs.fa_antismashcontig00010.region001_HN118_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,23,0,hserlactone - hserlactone,hserlactone,HN117,contigs.fa,antismashcontig00010.region001,HN118,contigs.fa,antismash,HN118
USMM088_contigs.fa_antismashcontig00002.region003_USMM088_contigs.fa_antismash,USMM091_contigs.fa_antismashcontig00001.region002_USMM091_contigs.fa_antismash,0.1599543094635009,0.7056767344474792,0.7333333492279053,0.8437387943267822,0.7142857313156128,0.1583463251590728,0.1494845300912857,13,1,siderophore - siderophore,siderophore,USMM088,contigs.fa,antismashcontig00001.region002,USMM091,contigs.fa,antismash,USMM091
HN093_contigs.fa_antismashcontig00009.region001_HN093_contigs.fa_antismash,HN099_contigs.fa_antismashcontig00011.region001_HN099_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,31,1,betalactone - betalactone,betalactone,HN093,contigs.fa,antismashcontig00011.region001,HN099,contigs.fa,antismash,HN099
MMO-131_contigs.fa_antismashcontig00011.region001_MMO-131_contigs.fa_antismash,MMO-143_contigs.fa_antismashcontig00002.region002_MMO-143_contigs.fa_antismash,0.0639334917068481,0.8762205243110657,1.0,0.9362221360206604,0.8965517282485962,0.068174622952938,0.0297029707580804,31,1,betalactone - betalactone,betalactone,MMO-131,contigs.fa,antismashcontig00002.region002,MMO-143,contigs.fa,antismash,MMO-143
HN110_contigs.fa_antismashcontig00010.region001_HN110_contigs.fa_antismash,USMM054_contigs.fa_antismashcontig00009.region001_USMM054_contigs.fa_antismash,0.0331224612891674,0.9348521828651428,1.0,0.9658531546592712,1.0,0.0316143371164798,0.0407947674393653,42,4,arylpolyene - arylpolyene,arylpolyene,HN110,contigs.fa,antismashcontig00009.region001,USMM054,contigs.fa,antismash,USMM054
HN007_contigs.fa_antismashcontig00010.region001_HN007_contigs.fa_antismash,HN173_contigs.fa_antismashcontig00007.region001_HN173_contigs.fa_antismash,0.2742452323436737,0.5267199873924255,0.5652173757553101,0.7328575253486633,0.4615384638309479,0.3612304329872131,0.1848154664039611,14,4,arylpolyene - arylpolyene,arylpolyene,HN007,contigs.fa,antismashcontig00007.region001,HN173,contigs.fa,antismash,HN173
USMM054_contigs.fa_antismashcontig00004.region001_USMM054_contigs.fa_antismash,USMM062_contigs.fa_antismashcontig00003.region001_USMM062_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,12,0,siderophore - siderophore,siderophore,USMM054,contigs.fa,antismashcontig00003.region001,USMM062,contigs.fa,antismash,USMM062
HN069_contigs.fa_antismashcontig00011.region001_HN069_contigs.fa_antismash,MMO-90_contigs.fa_antismashcontig00010.region001_MMO-90_contigs.fa_antismash,0.0359507128596305,0.9293910264968872,1.0,0.9629374146461488,1.0,0.0316143371164798,0.0513642653822898,42,4,arylpolyene - arylpolyene,arylpolyene,HN069,contigs.fa,antismashcontig00010.region001,MMO-90,contigs.fa,antismash,MMO-90
MMO-37_contigs.fa_antismashcontig00010.region001_MMO-37_contigs.fa_antismash,USHLN184_contigs.fa_antismashcontig00006.region001_USHLN184_contigs.fa_antismash,0.0265020672231912,0.9476982355117798,0.976190447807312,0.9733819365501404,0.9777777791023254,0.0162510853260755,0.0538314022123813,42,4,arylpolyene - arylpolyene,arylpolyene,MMO-37,contigs.fa,antismashcontig00006.region001,USHLN184,contigs.fa,antismash,USHLN184
USMM054_contigs.fa_antismashcontig00004.region001_USMM054_contigs.fa_antismash,VD5_contigs.fa_antismashcontig00024.region001_VD5_contigs.fa_antismash,0.2177483737468719,0.6119176149368286,0.800000011920929,0.7817026972770691,0.800000011920929,0.2182972878217697,0.0,12,0,arylpolyene.siderophore - siderophore,,USMM054,contigs.fa,antismashcontig00024.region001,VD5,contigs.fa,antismash,VD5
USHLN298_contigs.fa_antismashcontig00001.region002_USHLN298_contigs.fa_antismash,VD33_contigs.fa_antismashcontig00004.region001_VD33_contigs.fa_antismash,0.2189849615097046,0.6099845170974731,0.6774193644523621,0.7860578894615173,0.5882353186607361,0.2139421254396438,0.0,25,0,hserlactone - hserlactone,hserlactone,USHLN298,contigs.fa,antismashcontig00004.region001,VD33,contigs.fa,antismash,VD33
AA010_contigs.fa_antismashcontig00003.region001_AA010_contigs.fa_antismash,HN059_contigs.fa_antismashcontig00003.region002_HN059_contigs.fa_antismash,0.0427917130291461,0.9162477254867554,1.0,0.95588481426239,1.0,0.0334423817694187,0.1268292665481567,31,1,betalactone - betalactone,betalactone,AA010,contigs.fa,antismashcontig00003.region002,HN059,contigs.fa,antismash,HN059
MMO-90_contigs.fa_antismashcontig00011.region001_MMO-90_contigs.fa_antismash,USMM064_contigs.fa_antismashcontig00004.region001_USMM064_contigs.fa_antismash,0.1312563121318817,0.754715621471405,0.8181818127632141,0.870307445526123,0.8181818127632141,0.1296925395727157,0.0,12,0,siderophore - siderophore,siderophore,MMO-90,contigs.fa,antismashcontig00004.region001,USMM064,contigs.fa,antismash,USMM064
HN110_contigs.fa_antismashcontig00001.region001_HN110_contigs.fa_antismash,MMO-88_contigs.fa_antismashcontig00005.region001_MMO-88_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,27,0,hserlactone - hserlactone,hserlactone,HN110,contigs.fa,antismashcontig00005.region001,MMO-88,contigs.fa,antismash,MMO-88
MMO-80_contigs.fa_antismashcontig00003.region001_MMO-80_contigs.fa_antismash,MMO-93_contigs.fa_antismashcontig00004.region002_MMO-93_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,46,7,arylpolyene - arylpolyene,arylpolyene,MMO-80,contigs.fa,antismashcontig00004.region002,MMO-93,contigs.fa,antismash,MMO-93
HN091_contigs.fa_antismashcontig00007.region001_HN091_contigs.fa_antismash,MMO-120_contigs.fa_antismashcontig00008.region001_MMO-120_contigs.fa_antismash,0.1484182924032211,0.7251914143562317,0.7916666865348816,0.8560120463371277,0.6666666865348816,0.1439879387617111,0.0,21,0,hserlactone - hserlactone,hserlactone,HN091,contigs.fa,antismashcontig00008.region001,MMO-120,contigs.fa,antismash,MMO-120
MMO-124_contigs.fa_antismashcontig00003.region001_MMO-124_contigs.fa_antismash,MMO-144_contigs.fa_antismashcontig00003.region001_MMO-144_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,11,0,siderophore - siderophore,siderophore,MMO-124,contigs.fa,antismashcontig00003.region001,MMO-144,contigs.fa,antismash,MMO-144
MMO-37_contigs.fa_antismashcontig00004.region001_MMO-37_contigs.fa_antismash,USMM059_contigs.fa_antismashcontig00004.region001_USMM059_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,12,0,siderophore - siderophore,siderophore,MMO-37,contigs.fa,antismashcontig00004.region001,USMM059,contigs.fa,antismash,USMM059
MMO-66_contigs.fa_antismashcontig00001.region002_MMO-66_contigs.fa_antismash,VD1_contigs.fa_antismashcontig00001.region001_VD1_contigs.fa_antismash,0.0012778450036421,0.9974459409713744,1.0,0.9986826181411744,1.0,0.0013173660263419,0.0,23,0,furan - furan,furan,MMO-66,contigs.fa,antismashcontig00001.region001,VD1,contigs.fa,antismash,VD1
HN110_contigs.fa_antismashcontig00010.region001_HN110_contigs.fa_antismash,MMO-38_contigs.fa_antismashcontig00011.region001_MMO-38_contigs.fa_antismash,0.0331224612891674,0.9348521828651428,1.0,0.9658531546592712,1.0,0.0316143371164798,0.0407947674393653,42,4,arylpolyene - arylpolyene,arylpolyene,HN110,contigs.fa,antismashcontig00011.region001,MMO-38,contigs.fa,antismash,MMO-38
VD25_contigs.fa_antismashcontig00006.region001_VD25_contigs.fa_antismash,VD32_contigs.fa_antismashcontig00033.region001_VD32_contigs.fa_antismash,0.0739907920360565,0.8574930429458618,1.0,0.9248663187026978,0.9444444179534912,0.0751336887478828,0.0,22,0,hserlactone - hserlactone,hserlactone,VD25,contigs.fa,antismashcontig00033.region001,VD32,contigs.fa,antismash,VD32
USHLN172_contigs.fa_antismashcontig00001.region004_USHLN172_contigs.fa_antismash,USHLN183_contigs.fa_antismashcontig00004.region001_USHLN183_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,28,1,betalactone - betalactone,betalactone,USHLN172,contigs.fa,antismashcontig00004.region001,USHLN183,contigs.fa,antismash,USHLN183
USHLN184_contigs.fa_antismashcontig00001.region001_USHLN184_contigs.fa_antismash,USMM072_contigs.fa_antismashcontig00002.region001_USMM072_contigs.fa_antismash,0.2716746628284454,0.5304577946662903,0.7307692170143127,0.7295714616775513,0.6666666865348816,0.2704285383224487,0.0,26,0,hserlactone - hserlactone,hserlactone,USHLN184,contigs.fa,antismashcontig00002.region001,USMM072,contigs.fa,antismash,USMM072
HN071_contigs.fa_antismashcontig00008.region001_HN071_contigs.fa_antismash,MMO-163_contigs.fa_antismashcontig00010.region001_MMO-163_contigs.fa_antismash,0.0001928812853293,0.9996142983436584,1.0,0.9998011589050292,1.0,0.0002396357594989,0.0,39,2,arylpolyene - arylpolyene,arylpolyene,HN071,contigs.fa,antismashcontig00010.region001,MMO-163,contigs.fa,antismash,MMO-163
USMM051_contigs.fa_antismashcontig00002.region001_USMM051_contigs.fa_antismash,USMM059_contigs.fa_antismashcontig00002.region001_USMM059_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,21,0,hserlactone - hserlactone,hserlactone,USMM051,contigs.fa,antismashcontig00002.region001,USMM059,contigs.fa,antismash,USMM059
BGC0001498,HN109_contigs.fa_antismashcontig00010.region001_HN109_contigs.fa_antismash,0.2889839708805084,0.5055437684059143,0.7777777910232544,0.7089512348175049,0.7777777910232544,0.2910487651824951,0.0,9,0,siderophore - siderophore,siderophore,BGC0001498,contigs.fa,antismashcontig00010.region001,HN109,contigs.fa,antismash,HN109
LB14_contigs.fa_antismashcontig00196.region001_LB14_contigs.fa_antismash,USHLN181_contigs.fa_antismashcontig00001.region002_USHLN181_contigs.fa_antismash,0.0390218049287796,0.9234790802001952,1.0,0.9597713351249696,1.0,0.0524482615292072,0.0157894734293222,8,1,siderophore - siderophore,siderophore,LB14,contigs.fa,antismashcontig00001.region002,USHLN181,contigs.fa,antismash,USHLN181
USMM058_contigs.fa_antismashcontig00002.region001_USMM058_contigs.fa_antismash,USMM061_contigs.fa_antismashcontig00002.region001_USMM061_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,21,0,hserlactone - hserlactone,hserlactone,USMM058,contigs.fa,antismashcontig00002.region001,USMM061,contigs.fa,antismash,USMM061
USMM051_contigs.fa_antismashcontig00009.region001_USMM051_contigs.fa_antismash,USMM053_contigs.fa_antismashcontig00009.region001_USMM053_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,42,4,arylpolyene - arylpolyene,arylpolyene,USMM051,contigs.fa,antismashcontig00009.region001,USMM053,contigs.fa,antismash,USMM053
HN125_contigs.fa_antismashcontig00001.region001_HN125_contigs.fa_antismash,USMM059_contigs.fa_antismashcontig00002.region001_USMM059_contigs.fa_antismash,0.1595482230186462,0.7063592076301575,0.8260869383811951,0.8424648642539978,0.75,0.1575351506471634,0.0,23,0,hserlactone - hserlactone,hserlactone,HN125,contigs.fa,antismashcontig00002.region001,USMM059,contigs.fa,antismash,USMM059
HN068_contigs.fa_antismashcontig00004.region001_HN068_contigs.fa_antismash,HN126_contigs.fa_antismashcontig00005.region001_HN126_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,37,1,NAPAA.RiPP-like - NAPAA.RiPP-like,NAPAA.RiPP-like,HN068,contigs.fa,antismashcontig00005.region001,HN126,contigs.fa,antismash,HN126
HN034_contigs.fa_antismashcontig00001.region001_HN034_contigs.fa_antismash,M51_contigs.fa_antismashcontig00002.region001_M51_contigs.fa_antismash,0.074391134083271,0.8567517995834351,1.0,0.9254410862922668,0.8965517282485962,0.0693879425525665,0.1146341487765312,31,1,betalactone - betalactone,betalactone,HN034,contigs.fa,antismashcontig00002.region001,M51,contigs.fa,antismash,M51
MMO-110_contigs.fa_antismashcontig00001.region001_MMO-110_contigs.fa_antismash,USMM055_contigs.fa_antismashcontig00004.region001_USMM055_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,12,0,siderophore - siderophore,siderophore,MMO-110,contigs.fa,antismashcontig00004.region001,USMM055,contigs.fa,antismash,USMM055
MMO-37_contigs.fa_antismashcontig00008.region001_MMO-37_contigs.fa_antismash,USMM064_contigs.fa_antismashcontig00002.region001_USMM064_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,21,0,hserlactone - hserlactone,hserlactone,MMO-37,contigs.fa,antismashcontig00002.region001,USMM064,contigs.fa,antismash,USMM064
MMO-122_contigs.fa_antismashcontig00009.region001_MMO-122_contigs.fa_antismash,USMM051_contigs.fa_antismashcontig00002.region001_USMM051_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,21,0,hserlactone - hserlactone,hserlactone,MMO-122,contigs.fa,antismashcontig00002.region001,USMM051,contigs.fa,antismash,USMM051
USHLN177_contigs.fa_antismashcontig00003.region001_USHLN177_contigs.fa_antismash,USMM059_contigs.fa_antismashcontig00004.region001_USMM059_contigs.fa_antismash,0.0392666645348072,0.9230085611343384,0.8999999761581421,0.9661730527877808,0.7272727489471436,0.0338269285857677,0.0,11,0,siderophore - siderophore,siderophore,USHLN177,contigs.fa,antismashcontig00004.region001,USMM059,contigs.fa,antismash,USMM059
USHLN298_contigs.fa_antismashcontig00001.region002_USHLN298_contigs.fa_antismash,USMM078_contigs.fa_antismashcontig00004.region001_USMM078_contigs.fa_antismash,0.2278131693601608,0.5962724685668945,0.355932205915451,0.7862446904182434,0.2985074520111084,0.2137553095817566,0.0,25,0,arylpolyene.hserlactone - hserlactone,,USHLN298,contigs.fa,antismashcontig00004.region001,USMM078,contigs.fa,antismash,USMM078
HN065_contigs.fa_antismashcontig00011.region001_HN065_contigs.fa_antismash,MMO-37_contigs.fa_antismashcontig00004.region001_MMO-37_contigs.fa_antismash,0.1312563121318817,0.754715621471405,0.8181818127632141,0.870307445526123,0.8181818127632141,0.1296925395727157,0.0,12,0,siderophore - siderophore,siderophore,HN065,contigs.fa,antismashcontig00004.region001,MMO-37,contigs.fa,antismash,MMO-37
USHLN152_contigs.fa_antismashcontig00002.region001_USHLN152_contigs.fa_antismash,USMM091_contigs.fa_antismashcontig00001.region002_USMM091_contigs.fa_antismash,0.1599543094635009,0.7056767344474792,0.7333333492279053,0.8437387943267822,0.7142857313156128,0.1583463251590728,0.1494845300912857,13,1,siderophore - siderophore,siderophore,USHLN152,contigs.fa,antismashcontig00001.region002,USMM091,contigs.fa,antismash,USMM091
USHLN184_contigs.fa_antismashcontig00006.region001_USHLN184_contigs.fa_antismash,USMM055_contigs.fa_antismashcontig00009.region001_USMM055_contigs.fa_antismash,0.0425051264464855,0.9167964458465576,0.976190447807312,0.9568839073181152,0.9777777791023254,0.0391289666295051,0.0538314022123813,43,4,arylpolyene - arylpolyene,arylpolyene,USHLN184,contigs.fa,antismashcontig00009.region001,USMM055,contigs.fa,antismash,USMM055
USMM051_contigs.fa_antismashcontig00009.region001_USMM051_contigs.fa_antismash,USMM061_contigs.fa_antismashcontig00010.region001_USMM061_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,42,4,arylpolyene - arylpolyene,arylpolyene,USMM051,contigs.fa,antismashcontig00010.region001,USMM061,contigs.fa,antismash,USMM061
USHLN270_contigs.fa_antismashcontig00001.region001_USHLN270_contigs.fa_antismash,USHLN291_contigs.fa_antismashcontig00001.region001_USHLN291_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,14,0,siderophore - siderophore,siderophore,USHLN270,contigs.fa,antismashcontig00001.region001,USHLN291,contigs.fa,antismash,USHLN291
HN073_contigs.fa_antismashcontig00008.region001_HN073_contigs.fa_antismash,HN110_contigs.fa_antismashcontig00001.region001_HN110_contigs.fa_antismash,0.1484182924032211,0.7251914143562317,0.7916666865348816,0.8560120463371277,0.6666666865348816,0.1439879387617111,0.0,21,0,hserlactone - hserlactone,hserlactone,HN073,contigs.fa,antismashcontig00001.region001,HN110,contigs.fa,antismash,HN110
USHLN164_contigs.fa_antismashcontig00002.region001_USHLN164_contigs.fa_antismash,USHLN200_contigs.fa_antismashcontig00002.region002_USHLN200_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,61,0,acyl_amino_acids - acyl_amino_acids,acyl_amino_acids,USHLN164,contigs.fa,antismashcontig00002.region002,USHLN200,contigs.fa,antismash,USHLN200
USMM054_contigs.fa_antismashcontig00009.region001_USMM054_contigs.fa_antismash,USMM058_contigs.fa_antismashcontig00009.region001_USMM058_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,42,4,arylpolyene - arylpolyene,arylpolyene,USMM054,contigs.fa,antismashcontig00009.region001,USMM058,contigs.fa,antismash,USMM058
HN069_contigs.fa_antismashcontig00011.region001_HN069_contigs.fa_antismash,USMM059_contigs.fa_antismashcontig00009.region001_USMM059_contigs.fa_antismash,0.0041810343973338,0.99165540933609,1.0,0.9956896305084229,1.0,0.0,0.015625,42,4,arylpolyene - arylpolyene,arylpolyene,HN069,contigs.fa,antismashcontig00009.region001,USMM059,contigs.fa,antismash,USMM059
HN069_contigs.fa_antismashcontig00001.region001_HN069_contigs.fa_antismash,USHLN184_contigs.fa_antismashcontig00002.region001_USHLN184_contigs.fa_antismash,0.1173656582832336,0.7790433764457703,0.8999999761581421,0.8856586217880249,0.7272727489471436,0.1143413484096527,0.0,12,0,siderophore - siderophore,siderophore,HN069,contigs.fa,antismashcontig00002.region001,USHLN184,contigs.fa,antismash,USHLN184
HN125_contigs.fa_antismashcontig00001.region001_HN125_contigs.fa_antismash,MMO-122_contigs.fa_antismashcontig00009.region001_MMO-122_contigs.fa_antismash,0.1595482230186462,0.7063592076301575,0.8260869383811951,0.8424648642539978,0.75,0.1575351506471634,0.0,23,0,hserlactone - hserlactone,hserlactone,HN125,contigs.fa,antismashcontig00009.region001,MMO-122,contigs.fa,antismash,MMO-122
HN039_contigs.fa_antismashcontig00003.region003_HN039_contigs.fa_antismash,HN117_contigs.fa_antismashcontig00004.region001_HN117_contigs.fa_antismash,0.0218306127935647,0.9568153619766236,1.0,0.9774942398071288,1.0,0.0171697288751602,0.0585241727530956,27,1,betalactone - betalactone,betalactone,HN039,contigs.fa,antismashcontig00004.region001,HN117,contigs.fa,antismash,HN117
HN100_contigs.fa_antismashcontig00001.region001_HN100_contigs.fa_antismash,MMO-88_contigs.fa_antismashcontig00005.region001_MMO-88_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,27,0,hserlactone - hserlactone,hserlactone,HN100,contigs.fa,antismashcontig00005.region001,MMO-88,contigs.fa,antismash,MMO-88
HN065_contigs.fa_antismashcontig00011.region001_HN065_contigs.fa_antismash,MMO-43_contigs.fa_antismashcontig00011.region001_MMO-43_contigs.fa_antismash,1.7347234759768068e-17,1.0,1.0,1.0,1.0,0.0,0.0,12,0,siderophore - siderophore,siderophore,HN065,contigs.fa,antismashcontig00011.region001,MMO-43,contigs.fa,antismash,MMO-43
AS116_contigs.fa_antismashcontig00007.region001_AS116_contigs.fa_antismash,HN068_contigs.fa_antismashcontig00001.region001_HN068_contigs.fa_antismash,0.1354786306619644,0.7473971843719482,0.875,0.868100106716156,0.6857143044471741,0.1592338532209396,0.0328144095838069,29,2,arylpolyene - arylpolyene,arylpolyene,AS116,contigs.fa,antismashcontig00001.region001,HN068,contigs.fa,antismash,HN068
