#BGC Name	Clan Number	Family Number
HN110_contigs.fa_antismash_contig00010.region001	2814	2941
HN120_contigs.fa_antismash_contig00006.region001	2814	2941
HN124_contigs.fa_antismash_contig00006.region001	2814	2941
HN125_contigs.fa_antismash_contig00007.region001	2814	2941
HN151_contigs.fa_antismash_contig00010.region001	2814	2941
HN157_contigs.fa_antismash_contig00011.region001	2814	2941
HN173_contigs.fa_antismash_contig00007.region001	2814	2941
HN176_contigs.fa_antismash_contig00010.region001	2814	2941
MMO-110_contigs.fa_antismash_contig00010.region001	2814	2941
MMO-116_contigs.fa_antismash_contig00010.region001	2814	2941
MMO-119_contigs.fa_antismash_contig00010.region001	2814	2941
MMO-120_contigs.fa_antismash_contig00011.region001	2814	2941
MMO-122_contigs.fa_antismash_contig00011.region001	2814	2941
MMO-126_contigs.fa_antismash_contig00010.region001	2814	2941
MMO-37_contigs.fa_antismash_contig00010.region001	2814	2941
MMO-38_contigs.fa_antismash_contig00011.region001	2814	2941
MMO-43_contigs.fa_antismash_contig00010.region001	2814	2941
MMO-45_contigs.fa_antismash_contig00010.region001	2814	2941
MMO-83_contigs.fa_antismash_contig00010.region001	2814	2941
MMO-84_contigs.fa_antismash_contig00010.region001	2814	2941
MMO-88_contigs.fa_antismash_contig00011.region001	2814	2941
MMO-89_contigs.fa_antismash_contig00011.region001	2814	2941
MMO-90_contigs.fa_antismash_contig00010.region001	2814	2941
MMO-94_contigs.fa_antismash_contig00011.region001	2814	2941
USHLN167_contigs.fa_antismash_contig00014.region001	2814	2941
USHLN177_contigs.fa_antismash_contig00007.region001	2814	2941
USHLN179_contigs.fa_antismash_contig00007.region001	2814	2941
USHLN184_contigs.fa_antismash_contig00006.region001	2814	2941
USMM051_contigs.fa_antismash_contig00009.region001	2814	2941
USMM053_contigs.fa_antismash_contig00009.region001	2814	2941
USMM054_contigs.fa_antismash_contig00009.region001	2814	2941
USMM055_contigs.fa_antismash_contig00009.region001	2814	2941
USMM058_contigs.fa_antismash_contig00009.region001	2814	2941
USMM059_contigs.fa_antismash_contig00009.region001	2814	2941
USMM061_contigs.fa_antismash_contig00010.region001	2814	2941
USMM062_contigs.fa_antismash_contig00010.region001	2814	2941
USMM063_contigs.fa_antismash_contig00009.region001	2814	2941
USMM064_contigs.fa_antismash_contig00011.region001	2814	2941
USMM072_contigs.fa_antismash_contig00009.region001	2814	2941
VD12_contigs.fa_antismash_contig00064.region001	2814	2941
VD5_contigs.fa_antismash_contig00012.region001	2814	2941
HN117_contigs.fa_antismash_contig00003.region001	2814	2970
HN118_contigs.fa_antismash_contig00003.region001	2814	2970
HN119_contigs.fa_antismash_contig00004.region001	2814	2970
MMO-102_contigs.fa_antismash_contig00003.region001	2814	2970
USHLN04_contigs.fa_antismash_contig00002.region001	2814	2970
USHLN08_contigs.fa_antismash_contig00003.region003	2814	2970
USMM084_contigs.fa_antismash_contig00005.region001	2814	2970
USMM085_contigs.fa_antismash_contig00005.region001	2814	2970
HN117_contigs.fa_antismash_contig00006.region001	2814	2973
HN118_contigs.fa_antismash_contig00007.region001	2814	2973
HN119_contigs.fa_antismash_contig00003.region002	2814	2973
MMO-102_contigs.fa_antismash_contig00005.region001	2814	2973
USHLN04_contigs.fa_antismash_contig00004.region002	2814	2973
USHLN08_contigs.fa_antismash_contig00012.region001	2814	2973
USMM084_contigs.fa_antismash_contig00015.region001	2814	2973
USMM085_contigs.fa_antismash_contig00015.region001	2814	2973
HN121_contigs.fa_antismash_contig00003.region001	2814	3005
HN122_contigs.fa_antismash_contig00003.region001	2814	3005
USMM066_contigs.fa_antismash_contig00005.region001	2814	3005
USMM068_contigs.fa_antismash_contig00005.region001	2814	3005
HN121_contigs.fa_antismash_contig00004.region002	2814	3007
HN122_contigs.fa_antismash_contig00004.region002	2814	3007
HN151_contigs.fa_antismash_contig00006.region002	2814	3047
HN157_contigs.fa_antismash_contig00006.region002	2814	3047
HN173_contigs.fa_antismash_contig00006.region001	2814	3047
HN151_contigs.fa_antismash_contig00005.region001	2814	3051
HN157_contigs.fa_antismash_contig00002.region001	2814	3051
HN173_contigs.fa_antismash_contig00005.region001	2814	3051
HN162_contigs.fa_antismash_contig00005.region001	2814	3062
HN166_contigs.fa_antismash_contig00001.region002	2814	3064
HN166_contigs.fa_antismash_contig00008.region001	2814	3068
HN151_contigs.fa_antismash_contig00004.region001	2814	3069
HN157_contigs.fa_antismash_contig00005.region001	2814	3069
HN166_contigs.fa_antismash_contig00014.region001	2814	3069
LB14_contigs.fa_antismash_contig00356.region001	2814	3113
M50_contigs.fa_antismash_contig00002.region001	2814	3122
AA010_contigs.fa_antismash_contig00001.region003	2814	3129
ERR3376859.5.fa_antismash_k141_93323.region001	2814	3129
HN034_contigs.fa_antismash_contig00001.region003	2814	3129
HN041_contigs.fa_antismash_contig00001.region001	2814	3129
HN059_contigs.fa_antismash_contig00003.region001	2814	3129
M51_contigs.fa_antismash_contig00007.region001	2814	3129
MMO-128_contigs.fa_antismash_contig00002.region001	2814	3129
MMO-143_contigs.fa_antismash_contig00002.region001	2814	3129
VD14_contigs.fa_antismash_contig00003.region001	2814	3129
MMO-108_contigs.fa_antismash_contig00001.region001	2814	3160
MMO-108_contigs.fa_antismash_contig00016.region001	2814	3164
MMO-109_contigs.fa_antismash_contig00002.region002	2814	3169
MMO-42_contigs.fa_antismash_contig00002.region002	2814	3169
MMO-109_contigs.fa_antismash_contig00003.region001	2814	3170
MMO-42_contigs.fa_antismash_contig00004.region001	2814	3170
MMO-109_contigs.fa_antismash_contig00011.region001	2814	3173
MMO-42_contigs.fa_antismash_contig00008.region001	2814	3173
LB12_contigs.fa_antismash_contig00011.region001	2814	3183
MMO-113_contigs.fa_antismash_contig00001.region001	2814	3183
SRR14196804.3.fa_antismash_k141_72456.region001	2814	3183
USHLN272_contigs.fa_antismash_contig00001.region001	2814	3183
MMO-114_contigs.fa_antismash_contig00001.region002	2814	3186
MMO-114_contigs.fa_antismash_contig00003.region002	2814	3189
MMO-114_contigs.fa_antismash_contig00017.region001	2814	3194
MMO-104_contigs.fa_antismash_contig00006.region001	2814	3223
MMO-123_contigs.fa_antismash_contig00006.region001	2814	3223
MMO-124_contigs.fa_antismash_contig00006.region001	2814	3223
MMO-144_contigs.fa_antismash_contig00007.region001	2814	3223
MMO-82_contigs.fa_antismash_contig00006.region001	2814	3223
MMO-104_contigs.fa_antismash_contig00009.region001	2814	3224
MMO-123_contigs.fa_antismash_contig00009.region001	2814	3224
MMO-124_contigs.fa_antismash_contig00007.region001	2814	3224
MMO-144_contigs.fa_antismash_contig00011.region001	2814	3224
MMO-82_contigs.fa_antismash_contig00007.region001	2814	3224
MMO-104_contigs.fa_antismash_contig00009.region002	2814	3225
MMO-123_contigs.fa_antismash_contig00009.region002	2814	3225
MMO-124_contigs.fa_antismash_contig00007.region002	2814	3225
MMO-144_contigs.fa_antismash_contig00010.region001	2814	3225
MMO-82_contigs.fa_antismash_contig00007.region002	2814	3225
MMO-104_contigs.fa_antismash_contig00001.region001	2814	3226
MMO-123_contigs.fa_antismash_contig00001.region001	2814	3226
MMO-124_contigs.fa_antismash_contig00001.region001	2814	3226
MMO-144_contigs.fa_antismash_contig00001.region001	2814	3226
MMO-82_contigs.fa_antismash_contig00001.region003	2814	3226
MMO-104_contigs.fa_antismash_contig00002.region001	2814	3229
MMO-123_contigs.fa_antismash_contig00002.region001	2814	3229
MMO-124_contigs.fa_antismash_contig00002.region001	2814	3229
MMO-144_contigs.fa_antismash_contig00002.region001	2814	3229
MMO-82_contigs.fa_antismash_contig00003.region001	2814	3229
BGC0002464	2814	3230
MMO-104_contigs.fa_antismash_contig00003.region001	2814	3230
MMO-123_contigs.fa_antismash_contig00003.region001	2814	3230
MMO-124_contigs.fa_antismash_contig00003.region001	2814	3230
MMO-144_contigs.fa_antismash_contig00003.region001	2814	3230
MMO-82_contigs.fa_antismash_contig00002.region001	2814	3230
BGC0000294	2814	3255
HN067_contigs.fa_antismash_contig00002.region001	2814	3255
HN071_contigs.fa_antismash_contig00002.region001	2814	3255
HN093_contigs.fa_antismash_contig00002.region001	2814	3255
HN099_contigs.fa_antismash_contig00001.region001	2814	3255
MMO-130_contigs.fa_antismash_contig00001.region001	2814	3255
MMO-131_contigs.fa_antismash_contig00001.region001	2814	3255
MMO-163_contigs.fa_antismash_contig00001.region001	2814	3255
ERR4065CAT_bins.2.fa_antismash_k141_51844.region002	2814	3326
MMO-14_contigs.fa_antismash_contig00007.region001	2814	3326
MMO-36_contigs.fa_antismash_contig00007.region001	2814	3326
MMO-41_contigs.fa_antismash_contig00007.region001	2814	3326
MMO-44_contigs.fa_antismash_contig00007.region001	2814	3326
S242_contigs.fa_antismash_contig00001.region002	2814	3326
USHLN021_contigs.fa_antismash_contig00004.region001	2814	3326
ERR4065CAT_bins.2.fa_antismash_k141_24628.region001	2814	3327
MMO-14_contigs.fa_antismash_contig00014.region001	2814	3327
MMO-36_contigs.fa_antismash_contig00014.region001	2814	3327
MMO-41_contigs.fa_antismash_contig00014.region001	2814	3327
MMO-44_contigs.fa_antismash_contig00014.region001	2814	3327
S242_contigs.fa_antismash_contig00028.region001	2814	3327
USHLN021_contigs.fa_antismash_contig00001.region001	2814	3327
HN079_contigs.fa_antismash_contig00019.region001	2814	3333
MMO-151_contigs.fa_antismash_contig00018.region001	2814	3333
MMO-24_contigs.fa_antismash_contig00018.region001	2814	3333
MMO-28_contigs.fa_antismash_contig00017.region001	2814	3333
MMO-152_contigs.fa_antismash_contig00001.region001	2814	3338
MMO-8_contigs.fa_antismash_contig00001.region001	2814	3338
MMO-152_contigs.fa_antismash_contig00001.region002	2814	3339
MMO-152_contigs.fa_antismash_contig00002.region001	2814	3342
MMO-152_contigs.fa_antismash_contig00002.region003	2814	3344
MMO-8_contigs.fa_antismash_contig00003.region002	2814	3344
MMO-152_contigs.fa_antismash_contig00003.region003	2814	3347
MMO-136_contigs.fa_antismash_contig00014.region001	2814	3356
MMO-141_contigs.fa_antismash_contig00001.region001	2814	3356
MMO-154_contigs.fa_antismash_contig00003.region001	2814	3356
MMO-26_contigs.fa_antismash_contig00011.region001	2814	3356
MMO-27_contigs.fa_antismash_contig00008.region001	2814	3356
MMO-29_contigs.fa_antismash_contig00016.region001	2814	3356
MMO-67_contigs.fa_antismash_contig00003.region001	2814	3356
USHLN229_contigs.fa_antismash_contig00008.region001	2814	3356
USHLN230_contigs.fa_antismash_contig00002.region001	2814	3356
USHLN232_contigs.fa_antismash_contig00010.region001	2814	3356
MMO-136_contigs.fa_antismash_contig00012.region001	2814	3359
MMO-141_contigs.fa_antismash_contig00019.region001	2814	3359
MMO-154_contigs.fa_antismash_contig00009.region001	2814	3359
MMO-26_contigs.fa_antismash_contig00002.region001	2814	3359
MMO-27_contigs.fa_antismash_contig00002.region001	2814	3359
MMO-29_contigs.fa_antismash_contig00009.region001	2814	3359
MMO-67_contigs.fa_antismash_contig00001.region001	2814	3359
USHLN229_contigs.fa_antismash_contig00004.region001	2814	3359
USHLN230_contigs.fa_antismash_contig00012.region001	2814	3359
USHLN232_contigs.fa_antismash_contig00007.region001	2814	3359
MMO-160_contigs.fa_antismash_contig00004.region001	2814	3365
MMO-160_contigs.fa_antismash_contig00011.region001	2814	3368
MMO-164_contigs.fa_antismash_contig00001.region001	2814	3383
MMO-165_contigs.fa_antismash_contig00004.region001	2814	3383
MMO-1_contigs.fa_antismash_contig00001.region001	2814	3383
MMO-2_contigs.fa_antismash_contig00005.region001	2814	3383
MMO-6_contigs.fa_antismash_contig00002.region001	2814	3383
MMO-164_contigs.fa_antismash_contig00008.region001	2814	3389
MMO-165_contigs.fa_antismash_contig00009.region001	2814	3389
MMO-1_contigs.fa_antismash_contig00010.region001	2814	3389
MMO-2_contigs.fa_antismash_contig00007.region001	2814	3389
MMO-6_contigs.fa_antismash_contig00015.region001	2814	3389
USHLN265_contigs.fa_antismash_contig00019.region001	2814	3389
USMM131_contigs.fa_antismash_contig00012.region001	2814	3389
MMO-172_contigs.fa_antismash_contig00017.region001	2814	3397
MMO-173_contigs.fa_antismash_contig00012.region001	2814	3406
MMO-173_contigs.fa_antismash_contig00004.region001	2814	3420
MMO-175_contigs.fa_antismash_contig00012.region001	2814	3420
MMO-176_contigs.fa_antismash_contig00006.region001	2814	3425
HN079_contigs.fa_antismash_contig00006.region001	2814	3463
MMO-151_contigs.fa_antismash_contig00006.region001	2814	3463
MMO-24_contigs.fa_antismash_contig00006.region001	2814	3463
MMO-28_contigs.fa_antismash_contig00006.region001	2814	3463
MMO-39_contigs.fa_antismash_contig00006.region001	2814	3551
MMO-40_contigs.fa_antismash_contig00005.region001	2814	3551
MMO-4_contigs.fa_antismash_contig00010.region001	2814	3551
MMO-57_contigs.fa_antismash_contig00005.region001	2814	3551
MMO-71_contigs.fa_antismash_contig00005.region001	2814	3551
MMO-109_contigs.fa_antismash_contig00009.region001	2814	3563
MMO-42_contigs.fa_antismash_contig00003.region001	2814	3563
AS218_contigs.fa_antismash_contig00006.region001	2814	3582
MMO-140_contigs.fa_antismash_contig00017.region001	2814	3582
MMO-47_contigs.fa_antismash_contig00001.region001	2814	3582
USHLN169_contigs.fa_antismash_contig00002.region002	2814	3582
USHLN173_contigs.fa_antismash_contig00009.region001	2814	3582
USHLN205_contigs.fa_antismash_contig00009.region001	2814	3582
MMO-58_contigs.fa_antismash_contig00005.region001	2814	3609
MMO-59_contigs.fa_antismash_contig00002.region001	2814	3618
MMO-59_contigs.fa_antismash_contig00003.region001	2814	3619
MMO-59_contigs.fa_antismash_contig00010.region001	2814	3623
MMO-59_contigs.fa_antismash_contig00014.region001	2814	3626
MMO-59_contigs.fa_antismash_contig00016.region001	2814	3627
MMO-59_contigs.fa_antismash_contig00032.region001	2814	3633
MMO-64_contigs.fa_antismash_contig00001.region001	2814	3636
MMO-125_contigs.fa_antismash_contig00001.region001	2814	3638
MMO-161_contigs.fa_antismash_contig00001.region001	2814	3638
MMO-66_contigs.fa_antismash_contig00001.region001	2814	3638
MMO-75_contigs.fa_antismash_contig00001.region002	2814	3638
USHLN153_contigs.fa_antismash_contig00002.region001	2814	3638
USHLN154_contigs.fa_antismash_contig00003.region001	2814	3638
VD1_contigs.fa_antismash_contig00001.region002	2814	3638
MMO-125_contigs.fa_antismash_contig00001.region002	2814	3639
MMO-161_contigs.fa_antismash_contig00001.region002	2814	3639
MMO-66_contigs.fa_antismash_contig00001.region002	2814	3639
MMO-75_contigs.fa_antismash_contig00001.region001	2814	3639
VD1_contigs.fa_antismash_contig00001.region001	2814	3639
MMO-136_contigs.fa_antismash_contig00001.region001	2814	3647
MMO-141_contigs.fa_antismash_contig00007.region001	2814	3647
MMO-154_contigs.fa_antismash_contig00001.region001	2814	3647
MMO-26_contigs.fa_antismash_contig00012.region001	2814	3647
MMO-27_contigs.fa_antismash_contig00004.region001	2814	3647
MMO-29_contigs.fa_antismash_contig00001.region001	2814	3647
MMO-67_contigs.fa_antismash_contig00017.region001	2814	3647
USHLN229_contigs.fa_antismash_contig00015.region001	2814	3647
USHLN232_contigs.fa_antismash_contig00004.region001	2814	3647
MMO-54_contigs.fa_antismash_contig00004.region001	2814	3679
MMO-68_contigs.fa_antismash_contig00004.region001	2814	3679
MMO-80_contigs.fa_antismash_contig00003.region001	2814	3679
MMO-87_contigs.fa_antismash_contig00004.region002	2814	3679
MMO-93_contigs.fa_antismash_contig00004.region002	2814	3679
MMO-81_contigs.fa_antismash_contig00002.region001	2814	3684
MMO-81_contigs.fa_antismash_contig00004.region001	2814	3687
MMO-142_contigs.fa_antismash_contig00025.region001	2814	3711
MMO-146_contigs.fa_antismash_contig00024.region001	2814	3711
MMO-54_contigs.fa_antismash_contig00001.region001	2814	3711
MMO-68_contigs.fa_antismash_contig00001.region003	2814	3711
MMO-80_contigs.fa_antismash_contig00005.region001	2814	3711
MMO-87_contigs.fa_antismash_contig00001.region003	2814	3711
MMO-93_contigs.fa_antismash_contig00001.region003	2814	3711
MMO-8_contigs.fa_antismash_contig00001.region002	2814	3725
MMO-8_contigs.fa_antismash_contig00002.region005	2814	3732
CR11_contigs.fa_antismash_contig00002.region001	2814	3762
MMO-99_contigs.fa_antismash_contig00012.region001	2814	3762
USMM114_contigs.fa_antismash_contig00007.region001	2814	3762
USMM116_contigs.fa_antismash_contig00007.region001	2814	3762
S242_contigs.fa_antismash_contig00014.region001	2814	3767
SRR13132392.6.fa_antismash_k141_134248.region002	2814	3818
SRR14196804.3.fa_antismash_k141_9357.region001	2814	3831
SRR14196806.2.fa_antismash_k141_37950.region001	2814	3834
ERR3376858.2.fa_antismash_k141_53431.region001	2814	3839
ERR3376861.4.fa_antismash_k141_29611.region001	2814	3839
MMO-105_contigs.fa_antismash_contig00003.region001	2814	3839
MMO-16_contigs.fa_antismash_contig00003.region001	2814	3839
MMO-21_contigs.fa_antismash_contig00003.region001	2814	3839
SRR12517348.2.fa_antismash_k141_3992.region001	2814	3839
SRR12517350.3.fa_antismash_k141_5794.region001	2814	3839
SRR12517354.1.fa_antismash_k141_3029.region001	2814	3839
SRR13132388.2.fa_antismash_k141_244186.region001	2814	3839
SRR13132389.4.fa_antismash_k141_450757.region001	2814	3839
SRR13132390.2.fa_antismash_k141_307797.region001	2814	3839
SRR13132392.5.fa_antismash_k141_159880.region001	2814	3839
SRR13132393.1.fa_antismash_k141_87778.region001	2814	3839
SRR14196804.1.fa_antismash_k141_6323.region001	2814	3839
SRR14196806.3.fa_antismash_k141_69354.region001	2814	3839
SRR14196807.2.fa_antismash_k141_48389.region001	2814	3839
SRR14196810.2.fa_antismash_k141_150692.region001	2814	3839
USMM094_contigs.fa_antismash_contig00004.region001	2814	3839
USMM095_contigs.fa_antismash_contig00004.region001	2814	3839
USMM096_contigs.fa_antismash_contig00003.region001	2814	3839
USMM097_contigs.fa_antismash_contig00004.region001	2814	3839
SRR18172542.4.fa_antismash_k141_430675.region001	2814	3857
SRR18172542.4.fa_antismash_k141_815632.region001	2814	3860
USHLN009_contigs.fa_antismash_contig00001.region002	2814	3867
USHLN010_contigs.fa_antismash_contig00003.region001	2814	3880
USHLN010_contigs.fa_antismash_contig00004.region001	2814	3882
USHLN010_contigs.fa_antismash_contig00006.region001	2814	3884
USHLN014_contigs.fa_antismash_contig00003.region002	2814	3886
USHLN015_contigs.fa_antismash_contig00002.region001	2814	3887
USHLN015_contigs.fa_antismash_contig00007.region001	2814	3889
USHLN015_contigs.fa_antismash_contig00008.region001	2814	3890
USHLN015_contigs.fa_antismash_contig00024.region001	2814	3899
USHLN018_contigs.fa_antismash_contig00001.region001	2814	3901
USMM082_contigs.fa_antismash_contig00002.region001	2814	3901
