file	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_%	record_desc
HN173_contigs	contig00006	1	57433	78078	False	hserlactone				contig00006 len=350391 cov=23.6 corr=0 origname=NODE_6_length_350391_cov_23.625511_pilon sw=shovill-spades/1.1.0 date=20220828
HN173_contigs	contig00006	2	229766	255468	False	betalactone				contig00006 len=350391 cov=23.6 corr=0 origname=NODE_6_length_350391_cov_23.625511_pilon sw=shovill-spades/1.1.0 date=20220828
HN173_contigs	contig00007	1	0	26022	True	arylpolyene				contig00007 len=244017 cov=20.3 corr=0 origname=NODE_7_length_244017_cov_20.269665_pilon sw=shovill-spades/1.1.0 date=20220828
HN173_contigs	contig00011	1	106871	154859	False	NRPS				contig00011 len=198535 cov=19.2 corr=0 origname=NODE_11_length_198535_cov_19.185179_pilon sw=shovill-spades/1.1.0 date=20220828
USMM054_contigs	contig00002	1	213917	234556	False	hserlactone				contig00002 len=477598 cov=40.1 corr=0 origname=NODE_2_length_477598_cov_40.092476_pilon sw=shovill-spades/1.1.0 date=20221108
USMM054_contigs	contig00003	1	253175	306875	False	NRP-metallophore / NRPS				contig00003 len=435311 cov=41.0 corr=0 origname=NODE_3_length_435311_cov_40.991751_pilon sw=shovill-spades/1.1.0 date=20221108
USMM054_contigs	contig00004	1	26107	40536	False	NI-siderophore				contig00004 len=390630 cov=40.1 corr=0 origname=NODE_4_length_390630_cov_40.139366_pilon sw=shovill-spades/1.1.0 date=20221108
USMM054_contigs	contig00005	1	183908	210212	False	thiopeptide				contig00005 len=381125 cov=39.7 corr=0 origname=NODE_5_length_381125_cov_39.723197_pilon sw=shovill-spades/1.1.0 date=20221108
USMM054_contigs	contig00009	1	76701	120271	False	arylpolyene				contig00009 len=201405 cov=40.6 corr=0 origname=NODE_9_length_201405_cov_40.563489_pilon sw=shovill-spades/1.1.0 date=20221108
USHLN281_contigs	contig00001	1	657820	702820	False	NRPS				contig00001 len=845036 cov=42.2 corr=0 origname=NODE_1_length_845036_cov_42.155288_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN281_contigs	contig00001	2	740654	790749	False	NRPS				contig00001 len=845036 cov=42.2 corr=0 origname=NODE_1_length_845036_cov_42.155288_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN281_contigs	contig00002	1	297295	319464	False	redox-cofactor				contig00002 len=635951 cov=47.5 corr=0 origname=NODE_2_length_635951_cov_47.513881_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN281_contigs	contig00002	2	369309	413248	False	NRPS				contig00002 len=635951 cov=47.5 corr=0 origname=NODE_2_length_635951_cov_47.513881_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN281_contigs	contig00004	1	351266	377492	False	thiopeptide				contig00004 len=486171 cov=43.0 corr=0 origname=NODE_4_length_486171_cov_43.033070_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN281_contigs	contig00004	2	459961	480588	True	hserlactone				contig00004 len=486171 cov=43.0 corr=0 origname=NODE_4_length_486171_cov_43.033070_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN281_contigs	contig00005	1	157156	167900	False	butyrolactone				contig00005 len=478939 cov=49.0 corr=0 origname=NODE_5_length_478939_cov_49.008928_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN281_contigs	contig00005	2	206275	226878	False	hserlactone				contig00005 len=478939 cov=49.0 corr=0 origname=NODE_5_length_478939_cov_49.008928_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN281_contigs	contig00006	1	326301	338656	False	NI-siderophore				contig00006 len=427191 cov=38.8 corr=0 origname=NODE_6_length_427191_cov_38.826028_pilon sw=shovill-spades/1.1.0 date=20221107
MMO-56_contigs	contig00001	1	4398	31722	False	betalactone				contig00001 len=369762 cov=43.1 corr=0 origname=NODE_1_length_369762_cov_43.050929_pilon sw=shovill-spades/1.1.0 date=20220828
MMO-56_contigs	contig00004	1	164332	205484	False	T3PKS				contig00004 len=274407 cov=47.9 corr=0 origname=NODE_4_length_274407_cov_47.928632_pilon sw=shovill-spades/1.1.0 date=20220828
MMO-56_contigs	contig00007	1	100068	134046	False	NAPAA				contig00007 len=190759 cov=43.1 corr=0 origname=NODE_7_length_190759_cov_43.078606_pilon sw=shovill-spades/1.1.0 date=20220828
MMO-56_contigs	contig00018	1	29046	49910	False	terpene				contig00018 len=99285 cov=40.9 corr=0 origname=NODE_18_length_99285_cov_40.939914_pilon sw=shovill-spades/1.1.0 date=20220828
VD24_contigs	contig00001	1	0	20908	True	thiopeptide				contig00001 len=287508 cov=4.0 corr=179 origname=NODE_1_length_287505_cov_4.023137_pilon sw=shovill-spades/1.1.0 date=20220627
VD24_contigs	contig00002	1	93152	115320	False	redox-cofactor				contig00002 len=202231 cov=3.9 corr=133 origname=NODE_2_length_202231_cov_3.873615_pilon sw=shovill-spades/1.1.0 date=20220627
VD24_contigs	contig00003	1	3406	26980	True	terpene				contig00003 len=186513 cov=4.3 corr=108 origname=NODE_3_length_186513_cov_4.318865_pilon sw=shovill-spades/1.1.0 date=20220627
VD24_contigs	contig00010	1	53951	114734	False	acyl_amino_acids				contig00010 len=143063 cov=4.1 corr=88 origname=NODE_10_length_143063_cov_4.127456_pilon sw=shovill-spades/1.1.0 date=20220627
VD24_contigs	contig00017	1	40751	94458	False	NRP-metallophore / NRPS				contig00017 len=108203 cov=4.3 corr=55 origname=NODE_17_length_108203_cov_4.299706_pilon sw=shovill-spades/1.1.0 date=20220627
VD24_contigs	contig00028	1	45718	66288	True	hserlactone				contig00028 len=75734 cov=4.0 corr=57 origname=NODE_28_length_75734_cov_4.020210_pilon sw=shovill-spades/1.1.0 date=20220627
VD24_contigs	contig00043	1	5412	34193	True	arylpolyene				contig00043 len=34193 cov=4.0 corr=18 origname=NODE_43_length_34193_cov_4.004345_pilon sw=shovill-spades/1.1.0 date=20220627
USMM114_contigs	contig00003	1	60273	101446	False	T3PKS				contig00003 len=223142 cov=45.6 corr=0 origname=NODE_3_length_223142_cov_45.620716_pilon sw=shovill-spades/1.1.0 date=20221108
USMM114_contigs	contig00007	1	7687	21602	True	NI-siderophore				contig00007 len=116258 cov=41.7 corr=0 origname=NODE_7_length_116258_cov_41.719278_pilon sw=shovill-spades/1.1.0 date=20221108
USMM114_contigs	contig00011	1	14703	35413	False	cyclic-lactone-autoinducer				contig00011 len=86656 cov=38.5 corr=0 origname=NODE_11_length_86656_cov_38.521220_pilon sw=shovill-spades/1.1.0 date=20221108
SRR14196810.2	k141_150692	1	0	10549	True	NI-siderophore				k141_150692
SRR14196810.2	k141_115742	1	0	2726	True	terpene				k141_115742
MMO-64_contigs	contig00001	1	120889	141756	False	terpene				contig00001 len=798146 cov=42.6 corr=0 origname=NODE_1_length_798146_cov_42.577740_pilon sw=shovill-spades/1.1.0 date=20220827
MMO-64_contigs	contig00007	1	117030	144175	False	betalactone				contig00007 len=167023 cov=39.5 corr=0 origname=NODE_7_length_167023_cov_39.452748_pilon sw=shovill-spades/1.1.0 date=20220827
MMO-108_contigs	contig00001	1	352096	376266	False	betalactone				contig00001 len=682318 cov=36.5 corr=0 origname=NODE_1_length_682318_cov_36.516887_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-108_contigs	contig00005	1	165790	226107	False	NRPS				contig00005 len=313896 cov=39.7 corr=0 origname=NODE_5_length_313896_cov_39.687840_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-108_contigs	contig00006	1	175730	197626	False	terpene				contig00006 len=247988 cov=38.4 corr=0 origname=NODE_6_length_247988_cov_38.392037_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-108_contigs	contig00008	1	44679	85768	False	T3PKS				contig00008 len=200889 cov=37.0 corr=0 origname=NODE_8_length_200889_cov_37.004268_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-108_contigs	contig00016	1	56425	71938	False	NI-siderophore				contig00016 len=105758 cov=37.8 corr=0 origname=NODE_16_length_105758_cov_37.842097_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-108_contigs	contig00019	1	0	21975	True	LAP				contig00019 len=87504 cov=37.6 corr=0 origname=NODE_19_length_87504_cov_37.554941_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-108_contigs	contig00027	1	4643	25462	True	terpene				contig00027 len=49897 cov=37.2 corr=0 origname=NODE_27_length_49897_cov_37.163419_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-108_contigs	contig00032	1	28402	43358	True	lassopeptide				contig00032 len=43358 cov=38.3 corr=0 origname=NODE_32_length_43358_cov_38.313363_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-28_contigs	contig00001	1	45770	71475	False	betalactone				contig00001 len=378099 cov=33.5 corr=0 origname=NODE_1_length_378099_cov_33.486820_pilon sw=shovill-spades/1.1.0 date=20220826
MMO-28_contigs	contig00003	1	112410	166255	False	NRP-metallophore / NRPS				contig00003 len=301977 cov=31.8 corr=0 origname=NODE_3_length_301977_cov_31.828006_pilon sw=shovill-spades/1.1.0 date=20220826
MMO-28_contigs	contig00006	1	157340	177994	False	hserlactone				contig00006 len=231506 cov=32.1 corr=0 origname=NODE_6_length_231506_cov_32.108105_pilon sw=shovill-spades/1.1.0 date=20220826
MMO-28_contigs	contig00008	1	135853	156558	False	hserlactone				contig00008 len=197343 cov=39.5 corr=0 origname=NODE_8_length_197343_cov_39.521579_pilon sw=shovill-spades/1.1.0 date=20220826
MMO-28_contigs	contig00009	1	65510	109107	False	arylpolyene				contig00009 len=190068 cov=38.2 corr=0 origname=NODE_9_length_190068_cov_38.199677_pilon sw=shovill-spades/1.1.0 date=20220826
MMO-28_contigs	contig00017	1	49435	70140	False	hserlactone				contig00017 len=122153 cov=24.1 corr=0 origname=NODE_17_length_122153_cov_24.101908_pilon sw=shovill-spades/1.1.0 date=20220826
MMO-28_contigs	contig00021	1	11371	37950	False	thiopeptide				contig00021 len=116054 cov=26.5 corr=0 origname=NODE_21_length_116054_cov_26.525905_pilon sw=shovill-spades/1.1.0 date=20220826
MMO-28_contigs	contig00033	1	0	38976	True	NRPS				contig00033 len=58585 cov=22.1 corr=0 origname=NODE_33_length_58585_cov_22.148955_pilon sw=shovill-spades/1.1.0 date=20220826
MMO-28_contigs	contig00035	1	0	44208	True	NRPS				contig00035 len=57833 cov=25.3 corr=0 origname=NODE_35_length_57833_cov_25.323152_pilon sw=shovill-spades/1.1.0 date=20220826
MMO-28_contigs	contig00042	1	0	44999	True	NRPS				contig00042 len=44999 cov=38.9 corr=0 origname=NODE_42_length_44999_cov_38.933212_pilon sw=shovill-spades/1.1.0 date=20220826
SRR18172542.4	k141_815632	1	0	2283	True	NI-siderophore				k141_815632
SRR18172542.4	k141_72180	1	0	2295	True	terpene				k141_72180
SRR18172542.4	k141_430675	1	0	2062	True	NI-siderophore				k141_430675
USMM105_contigs	contig00001	1	817282	839173	False	lassopeptide				contig00001 len=1305537 cov=41.6 corr=0 origname=NODE_1_length_1305537_cov_41.556569_pilon sw=shovill-spades/1.1.0 date=20221108
USMM105_contigs	contig00007	1	188799	203907	True	terpene				contig00007 len=203907 cov=47.5 corr=0 origname=NODE_7_length_203907_cov_47.485044_pilon sw=shovill-spades/1.1.0 date=20221108
USMM105_contigs	contig00008	1	64240	78898	False	NAGGN				contig00008 len=189846 cov=45.6 corr=0 origname=NODE_8_length_189846_cov_45.591383_pilon sw=shovill-spades/1.1.0 date=20221108
USMM105_contigs	contig00010	1	16705	39089	False	lassopeptide				contig00010 len=43305 cov=44.9 corr=0 origname=NODE_10_length_43305_cov_44.880331_pilon sw=shovill-spades/1.1.0 date=20221108
HN109_contigs	contig00001	1	210381	231020	False	hserlactone				contig00001 len=728456 cov=28.2 corr=0 origname=NODE_1_length_728456_cov_28.227120_pilon sw=shovill-spades/1.1.0 date=20220828
HN109_contigs	contig00004	1	344704	389332	True	NRP-metallophore / NRPS				contig00004 len=389332 cov=31.4 corr=0 origname=NODE_4_length_389332_cov_31.400785_pilon sw=shovill-spades/1.1.0 date=20220828
HN109_contigs	contig00008	1	115276	141579	False	thiopeptide				contig00008 len=249969 cov=29.5 corr=0 origname=NODE_8_length_249969_cov_29.537809_pilon sw=shovill-spades/1.1.0 date=20220828
HN109_contigs	contig00010	1	84713	99142	False	NI-siderophore				contig00010 len=220733 cov=28.7 corr=0 origname=NODE_10_length_220733_cov_28.723106_pilon sw=shovill-spades/1.1.0 date=20220828
HN109_contigs	contig00011	1	76992	120586	False	arylpolyene				contig00011 len=201144 cov=32.2 corr=0 origname=NODE_11_length_201144_cov_32.227948_pilon sw=shovill-spades/1.1.0 date=20220828
MMO-144_contigs	contig00001	1	630758	682890	False	T1PKS				contig00001 len=1328501 cov=32.6 corr=0 origname=NODE_1_length_1328501_cov_32.611403_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-144_contigs	contig00001	2	766528	788242	False	terpene				contig00001 len=1328501 cov=32.6 corr=0 origname=NODE_1_length_1328501_cov_32.611403_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-144_contigs	contig00002	1	839476	881408	False	resorcinol				contig00002 len=928708 cov=43.8 corr=0 origname=NODE_2_length_928708_cov_43.750674_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-144_contigs	contig00003	1	560187	572041	False	NI-siderophore				contig00003 len=803210 cov=29.0 corr=0 origname=NODE_3_length_803210_cov_29.030893_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-144_contigs	contig00005	1	112862	146834	False	NAPAA				contig00005 len=586268 cov=35.2 corr=0 origname=NODE_5_length_586268_cov_35.194658_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-144_contigs	contig00007	1	93558	116128	False	betalactone				contig00007 len=408862 cov=37.7 corr=0 origname=NODE_7_length_408862_cov_37.743898_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-144_contigs	contig00010	1	104970	148576	False	arylpolyene				contig00010 len=188147 cov=31.6 corr=0 origname=NODE_10_length_188147_cov_31.624657_pilon sw=shovill-spades/1.1.0 date=20220812
MMO-144_contigs	contig00011	1	46844	57249	False	ectoine				contig00011 len=134689 cov=33.1 corr=0 origname=NODE_11_length_134689_cov_33.143619_pilon sw=shovill-spades/1.1.0 date=20220812
AS222_contigs	contig00001	1	503686	552192	False	NRPS				contig00001 len=1712926 cov=32.5 corr=0 origname=NODE_1_length_1712926_cov_32.522438_pilon sw=shovill-spades/1.1.0 date=20220828
AS222_contigs	contig00001	2	1168168	1214206	False	NRPS				contig00001 len=1712926 cov=32.5 corr=0 origname=NODE_1_length_1712926_cov_32.522438_pilon sw=shovill-spades/1.1.0 date=20220828
AS222_contigs	contig00001	3	1321695	1369647	False	NRPS				contig00001 len=1712926 cov=32.5 corr=0 origname=NODE_1_length_1712926_cov_32.522438_pilon sw=shovill-spades/1.1.0 date=20220828
AS222_contigs	contig00002	1	273741	300183	False	thiopeptide				contig00002 len=1225085 cov=34.2 corr=0 origname=NODE_2_length_1225085_cov_34.192234_pilon sw=shovill-spades/1.1.0 date=20220828
AS222_contigs	contig00002	2	939300	985009	False	NRPS				contig00002 len=1225085 cov=34.2 corr=0 origname=NODE_2_length_1225085_cov_34.192234_pilon sw=shovill-spades/1.1.0 date=20220828
AS222_contigs	contig00003	1	0	51020	True	NRP-metallophore / NRPS				contig00003 len=558297 cov=37.0 corr=0 origname=NODE_3_length_558297_cov_37.032808_pilon sw=shovill-spades/1.1.0 date=20220828
AS222_contigs	contig00003	2	190167	210812	False	hserlactone				contig00003 len=558297 cov=37.0 corr=0 origname=NODE_3_length_558297_cov_37.032808_pilon sw=shovill-spades/1.1.0 date=20220828
AS222_contigs	contig00003	3	412006	437676	False	betalactone				contig00003 len=558297 cov=37.0 corr=0 origname=NODE_3_length_558297_cov_37.032808_pilon sw=shovill-spades/1.1.0 date=20220828
AS222_contigs	contig00004	1	64155	122008	False	NRPS				contig00004 len=418336 cov=37.1 corr=0 origname=NODE_4_length_418336_cov_37.065862_pilon sw=shovill-spades/1.1.0 date=20220828
AS222_contigs	contig00008	1	127020	181642	False	NRPS / T1PKS				contig00008 len=203247 cov=37.8 corr=0 origname=NODE_8_length_203247_cov_37.837990_pilon sw=shovill-spades/1.1.0 date=20220828
USHLN198_contigs	contig00001	1	1151990	1172623	False	hserlactone				contig00001 len=1321322 cov=29.7 corr=0 origname=NODE_1_length_1321322_cov_29.719009_pilon sw=shovill-spades/1.1.0 date=20220829
USHLN198_contigs	contig00001	2	1260460	1282626	False	redox-cofactor				contig00001 len=1321322 cov=29.7 corr=0 origname=NODE_1_length_1321322_cov_29.719009_pilon sw=shovill-spades/1.1.0 date=20220829
USHLN198_contigs	contig00002	1	240342	266608	False	thiopeptide				contig00002 len=831230 cov=30.2 corr=0 origname=NODE_2_length_831230_cov_30.165554_pilon sw=shovill-spades/1.1.0 date=20220829
USHLN198_contigs	contig00002	2	326205	346817	False	hserlactone				contig00002 len=831230 cov=30.2 corr=0 origname=NODE_2_length_831230_cov_30.165554_pilon sw=shovill-spades/1.1.0 date=20220829
USHLN198_contigs	contig00002	3	570538	596071	False	phosphonate				contig00002 len=831230 cov=30.2 corr=0 origname=NODE_2_length_831230_cov_30.165554_pilon sw=shovill-spades/1.1.0 date=20220829
USHLN198_contigs	contig00003	1	11119	54716	False	arylpolyene				contig00003 len=426638 cov=34.6 corr=0 origname=NODE_3_length_426638_cov_34.625827_pilon sw=shovill-spades/1.1.0 date=20220829
USHLN198_contigs	contig00003	2	275330	289736	False	NI-siderophore				contig00003 len=426638 cov=34.6 corr=0 origname=NODE_3_length_426638_cov_34.625827_pilon sw=shovill-spades/1.1.0 date=20220829
USHLN198_contigs	contig00004	1	245829	259167	False	phosphonate				contig00004 len=368074 cov=32.6 corr=0 origname=NODE_4_length_368074_cov_32.584279_pilon sw=shovill-spades/1.1.0 date=20220829
USHLN198_contigs	contig00006	1	38586	62151	False	terpene				contig00006 len=287530 cov=30.4 corr=0 origname=NODE_6_length_287530_cov_30.437577_pilon sw=shovill-spades/1.1.0 date=20220829
USHLN198_contigs	contig00007	1	218992	231344	False	NI-siderophore				contig00007 len=280864 cov=33.8 corr=0 origname=NODE_7_length_280864_cov_33.756259_pilon sw=shovill-spades/1.1.0 date=20220829
HN125_contigs	contig00001	1	687986	708625	False	hserlactone				contig00001 len=1643138 cov=34.4 corr=0 origname=NODE_1_length_1643138_cov_34.389474_pilon sw=shovill-spades/1.1.0 date=20220625
HN125_contigs	contig00001	2	1285217	1299646	False	NI-siderophore				contig00001 len=1643138 cov=34.4 corr=0 origname=NODE_1_length_1643138_cov_34.389474_pilon sw=shovill-spades/1.1.0 date=20220625
HN125_contigs	contig00002	1	303972	357697	False	NRP-metallophore / NRPS				contig00002 len=836167 cov=37.1 corr=0 origname=NODE_2_length_836167_cov_37.080529_pilon sw=shovill-spades/1.1.0 date=20220625
HN125_contigs	contig00002	2	651033	677337	False	thiopeptide				contig00002 len=836167 cov=37.1 corr=0 origname=NODE_2_length_836167_cov_37.080529_pilon sw=shovill-spades/1.1.0 date=20220625
HN125_contigs	contig00007	1	81484	125078	False	arylpolyene				contig00007 len=168919 cov=41.3 corr=0 origname=NODE_7_length_168919_cov_41.315400_pilon sw=shovill-spades/1.1.0 date=20220625
USHLN150_contigs	contig00001	1	187779	217116	False	betalactone				contig00001 len=912742 cov=25.9 corr=0 origname=NODE_1_length_912742_cov_25.902556_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00001	2	224431	288583	False	NRPS				contig00001 len=912742 cov=25.9 corr=0 origname=NODE_1_length_912742_cov_25.902556_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00001	3	332412	386647	False	NRPS / terpene				contig00001 len=912742 cov=25.9 corr=0 origname=NODE_1_length_912742_cov_25.902556_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00002	1	295786	340721	False	T1PKS				contig00002 len=361730 cov=35.0 corr=0 origname=NODE_2_length_361730_cov_35.002917_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00004	1	132955	143354	False	ectoine				contig00004 len=330923 cov=29.2 corr=0 origname=NODE_4_length_330923_cov_29.181523_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00004	2	251666	292722	False	T3PKS				contig00004 len=330923 cov=29.2 corr=0 origname=NODE_4_length_330923_cov_29.181523_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00005	1	110599	173428	False	NRPS				contig00005 len=317647 cov=32.0 corr=0 origname=NODE_5_length_317647_cov_31.974765_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00008	1	253510	279107	True	NAPAA				contig00008 len=279107 cov=33.6 corr=0 origname=NODE_8_length_279107_cov_33.624109_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00009	1	49690	137291	False	NRPS				contig00009 len=279018 cov=29.5 corr=0 origname=NODE_9_length_279018_cov_29.547527_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00009	2	151386	174165	False	redox-cofactor				contig00009 len=279018 cov=29.5 corr=0 origname=NODE_9_length_279018_cov_29.547527_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00009	3	202640	246759	False	NRPS				contig00009 len=279018 cov=29.5 corr=0 origname=NODE_9_length_279018_cov_29.547527_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00013	1	64297	120266	False	NRPS				contig00013 len=263557 cov=30.6 corr=0 origname=NODE_13_length_263557_cov_30.552842_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00015	1	50720	117645	False	NRPS				contig00015 len=230235 cov=25.9 corr=0 origname=NODE_15_length_230235_cov_25.933410_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00017	1	52334	104787	False	NRPS				contig00017 len=192914 cov=27.5 corr=0 origname=NODE_17_length_192914_cov_27.493120_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00019	1	125842	146871	True	terpene				contig00019 len=155920 cov=35.6 corr=0 origname=NODE_19_length_155920_cov_35.628301_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00027	1	70616	100031	True	NRPS				contig00027 len=100031 cov=28.3 corr=0 origname=NODE_27_length_100031_cov_28.260588_pilon sw=shovill-spades/1.1.0 date=20221107
USHLN150_contigs	contig00029	1	17101	51193	False	NAPAA				contig00029 len=79497 cov=28.5 corr=0 origname=NODE_29_length_79497_cov_28.513667_pilon sw=shovill-spades/1.1.0 date=20221107
HN119_contigs	contig00001	1	720947	747392	False	thiopeptide				contig00001 len=895517 cov=38.2 corr=0 origname=NODE_1_length_895517_cov_38.179307_pilon sw=shovill-spades/1.1.0 date=20220625
HN119_contigs	contig00002	1	451356	537333	False	NRPS				contig00002 len=593782 cov=38.2 corr=0 origname=NODE_2_length_593782_cov_38.224931_pilon sw=shovill-spades/1.1.0 date=20220625
HN119_contigs	contig00003	1	66382	124235	False	NRPS				contig00003 len=540220 cov=42.3 corr=0 origname=NODE_3_length_540220_cov_42.274224_pilon sw=shovill-spades/1.1.0 date=20220625
HN119_contigs	contig00003	2	309609	321469	False	NI-siderophore				contig00003 len=540220 cov=42.3 corr=0 origname=NODE_3_length_540220_cov_42.274224_pilon sw=shovill-spades/1.1.0 date=20220625
HN119_contigs	contig00004	1	247141	269239	False	opine-like-metallophore				contig00004 len=509672 cov=35.3 corr=0 origname=NODE_4_length_509672_cov_35.266641_pilon sw=shovill-spades/1.1.0 date=20220625
HN119_contigs	contig00005	1	215841	241511	False	betalactone				contig00005 len=360078 cov=41.5 corr=0 origname=NODE_5_length_360078_cov_41.465240_pilon sw=shovill-spades/1.1.0 date=20220625
HN119_contigs	contig00007	1	208542	249017	True	NRPS				contig00007 len=249017 cov=35.7 corr=0 origname=NODE_7_length_249017_cov_35.665139_pilon sw=shovill-spades/1.1.0 date=20220625
