#BGC Name	Family Number
HN173_contigs.fa_antismash_contig00004.region001	3069
HN166_contigs.fa_antismash_contig00020.region001	3070
HN151_contigs.fa_antismash_contig00001.region001	3071
HN157_contigs.fa_antismash_contig00001.region001	3071
HN173_contigs.fa_antismash_contig00001.region001	3071
HN151_contigs.fa_antismash_contig00011.region001	3079
HN157_contigs.fa_antismash_contig00002.region002	3079
HN173_contigs.fa_antismash_contig00011.region001	3079
HN182_contigs.fa_antismash_contig00001.region001	3090
MMO-33_contigs.fa_antismash_contig00001.region001	3090
MMO-34_contigs.fa_antismash_contig00001.region001	3090
MMO-95_contigs.fa_antismash_contig00001.region001	3090
MMO-97_contigs.fa_antismash_contig00001.region001	3090
SRR13132392.2.fa_antismash_k141_204347.region001	3090
LB14_contigs.fa_antismash_contig00078.region001	3101
MMO-25_contigs.fa_antismash_contig00001.region001	3101
USHLN022_contigs.fa_antismash_contig00001.region002	3101
USHLN152_contigs.fa_antismash_contig00002.region002	3101
USHLN168_contigs.fa_antismash_contig00002.region002	3101
USHLN172_contigs.fa_antismash_contig00001.region002	3101
USHLN181_contigs.fa_antismash_contig00001.region003	3101
USHLN183_contigs.fa_antismash_contig00004.region003	3101
USHLN192_contigs.fa_antismash_contig00001.region006	3101
USHLN193_contigs.fa_antismash_contig00002.region001	3101
USHLN195_contigs.fa_antismash_contig00001.region001	3101
USMM086_contigs.fa_antismash_contig00001.region001	3101
USMM087_contigs.fa_antismash_contig00006.region001	3101
USMM088_contigs.fa_antismash_contig00002.region002	3101
LB14_contigs.fa_antismash_contig00100.region001	3102
LB14_contigs.fa_antismash_contig00144.region001	3103
LB14_contigs.fa_antismash_contig00278.region001	3109
LB14_contigs.fa_antismash_contig00285.region001	3110
LB14_contigs.fa_antismash_contig00324.region001	3111
LB14_contigs.fa_antismash_contig00348.region001	3112
M51_contigs.fa_antismash_contig00003.region001	3128
VD14_contigs.fa_antismash_contig00001.region001	3128
AA010_contigs.fa_antismash_contig00001.region003	3129
ERR3376859.5.fa_antismash_k141_93323.region001	3129
HN034_contigs.fa_antismash_contig00001.region003	3129
HN041_contigs.fa_antismash_contig00001.region001	3129
HN059_contigs.fa_antismash_contig00003.region001	3129
M51_contigs.fa_antismash_contig00007.region001	3129
MMO-128_contigs.fa_antismash_contig00002.region001	3129
MMO-143_contigs.fa_antismash_contig00002.region001	3129
VD14_contigs.fa_antismash_contig00003.region001	3129
AS222_contigs.fa_antismash_contig00001.region001	3134
HN117_contigs.fa_antismash_contig00002.region001	3134
HN118_contigs.fa_antismash_contig00002.region001	3134
HN119_contigs.fa_antismash_contig00002.region001	3134
MMO-102_contigs.fa_antismash_contig00001.region001	3134
USHLN04_contigs.fa_antismash_contig00003.region001	3134
USHLN08_contigs.fa_antismash_contig00002.region001	3134
USMM084_contigs.fa_antismash_contig00002.region001	3134
USMM085_contigs.fa_antismash_contig00002.region001	3134
MMO-114_contigs.fa_antismash_contig00002.region001	3187
MMO-114_contigs.fa_antismash_contig00008.region001	3191
BGC0000381	3192
MMO-114_contigs.fa_antismash_contig00009.region001	3192
MMO-114_contigs.fa_antismash_contig00017.region001	3194
MMO-114_contigs.fa_antismash_contig00029.region001	3196
AS212_contigs.fa_antismash_contig00001.region001	3198
HN069_contigs.fa_antismash_contig00003.region001	3198
HN073_contigs.fa_antismash_contig00003.region001	3198
HN087_contigs.fa_antismash_contig00003.region001	3198
HN091_contigs.fa_antismash_contig00003.region001	3198
HN120_contigs.fa_antismash_contig00002.region001	3198
HN124_contigs.fa_antismash_contig00002.region002	3198
HN125_contigs.fa_antismash_contig00002.region001	3198
MMO-110_contigs.fa_antismash_contig00003.region001	3198
MMO-116_contigs.fa_antismash_contig00003.region001	3198
MMO-119_contigs.fa_antismash_contig00003.region001	3198
MMO-122_contigs.fa_antismash_contig00003.region001	3198
MMO-37_contigs.fa_antismash_contig00003.region001	3198
MMO-38_contigs.fa_antismash_contig00003.region001	3198
USHLN167_contigs.fa_antismash_contig00004.region001	3198
USHLN270_contigs.fa_antismash_contig00019.region001	3198
USHLN291_contigs.fa_antismash_contig00020.region001	3198
USMM051_contigs.fa_antismash_contig00003.region001	3198
USMM053_contigs.fa_antismash_contig00003.region001	3198
USMM054_contigs.fa_antismash_contig00003.region001	3198
USMM055_contigs.fa_antismash_contig00003.region001	3198
USMM058_contigs.fa_antismash_contig00003.region001	3198
USMM059_contigs.fa_antismash_contig00003.region001	3198
USMM061_contigs.fa_antismash_contig00003.region001	3198
USMM062_contigs.fa_antismash_contig00005.region001	3198
USMM063_contigs.fa_antismash_contig00003.region001	3198
USMM064_contigs.fa_antismash_contig00003.region001	3198
USMM072_contigs.fa_antismash_contig00003.region001	3198
MMO-104_contigs.fa_antismash_contig00001.region002	3227
MMO-123_contigs.fa_antismash_contig00001.region002	3227
MMO-124_contigs.fa_antismash_contig00001.region002	3227
MMO-144_contigs.fa_antismash_contig00001.region002	3227
MMO-82_contigs.fa_antismash_contig00001.region002	3227
MMO-104_contigs.fa_antismash_contig00005.region001	3231
MMO-123_contigs.fa_antismash_contig00005.region001	3231
MMO-124_contigs.fa_antismash_contig00005.region001	3231
MMO-144_contigs.fa_antismash_contig00005.region001	3231
MMO-82_contigs.fa_antismash_contig00004.region001	3231
HN067_contigs.fa_antismash_contig00008.region002	3257
HN071_contigs.fa_antismash_contig00008.region002	3257
HN093_contigs.fa_antismash_contig00007.region001	3257
HN099_contigs.fa_antismash_contig00009.region001	3257
MMO-130_contigs.fa_antismash_contig00009.region001	3257
MMO-131_contigs.fa_antismash_contig00009.region001	3257
MMO-163_contigs.fa_antismash_contig00010.region002	3257
MMO-128_contigs.fa_antismash_contig00010.region001	3307
MMO-143_contigs.fa_antismash_contig00013.region001	3307
HN079_contigs.fa_antismash_contig00031.region001	3335
MMO-151_contigs.fa_antismash_contig00034.region001	3335
MMO-24_contigs.fa_antismash_contig00032.region001	3335
MMO-28_contigs.fa_antismash_contig00033.region001	3335
MMO-152_contigs.fa_antismash_contig00001.region002	3339
MMO-152_contigs.fa_antismash_contig00002.region001	3342
MMO-152_contigs.fa_antismash_contig00003.region002	3346
MMO-8_contigs.fa_antismash_contig00002.region006	3346
MMO-160_contigs.fa_antismash_contig00001.region001	3364
MMO-160_contigs.fa_antismash_contig00010.region001	3367
BGC0002689	3383
MMO-164_contigs.fa_antismash_contig00001.region001	3383
MMO-165_contigs.fa_antismash_contig00004.region001	3383
MMO-1_contigs.fa_antismash_contig00001.region001	3383
MMO-2_contigs.fa_antismash_contig00005.region001	3383
MMO-6_contigs.fa_antismash_contig00002.region001	3383
USHLN265_contigs.fa_antismash_contig00001.region002	3383
USMM131_contigs.fa_antismash_contig00010.region001	3383
MMO-172_contigs.fa_antismash_contig00016.region001	3396
MMO-173_contigs.fa_antismash_contig00010.region002	3404
MMO-175_contigs.fa_antismash_contig00014.region001	3404
MMO-173_contigs.fa_antismash_contig00007.region001	3416
MMO-175_contigs.fa_antismash_contig00007.region001	3416
MMO-176_contigs.fa_antismash_contig00006.region001	3425
MMO-176_contigs.fa_antismash_contig00011.region001	3426
MMO-177_contigs.fa_antismash_contig00001.region003	3429
MMO-58_contigs.fa_antismash_contig00009.region001	3429
HN079_contigs.fa_antismash_contig00032.region001	3470
MMO-151_contigs.fa_antismash_contig00036.region001	3470
MMO-24_contigs.fa_antismash_contig00035.region001	3470
MMO-28_contigs.fa_antismash_contig00035.region001	3470
HN079_contigs.fa_antismash_contig00038.region001	3501
MMO-151_contigs.fa_antismash_contig00042.region001	3501
MMO-24_contigs.fa_antismash_contig00002.region001	3501
MMO-28_contigs.fa_antismash_contig00042.region001	3501
MMO-10_contigs.fa_antismash_contig00001.region002	3518
MMO-138_contigs.fa_antismash_contig00001.region001	3518
MMO-23_contigs.fa_antismash_contig00002.region002	3518
MMO-32_contigs.fa_antismash_contig00002.region001	3518
MMO-35_contigs.fa_antismash_contig00001.region002	3518
BGC0000984	3562
MMO-109_contigs.fa_antismash_contig00002.region002	3562
MMO-42_contigs.fa_antismash_contig00002.region002	3562
MMO-47_contigs.fa_antismash_contig00005.region001	3585
MMO-59_contigs.fa_antismash_contig00003.region001	3619
MMO-59_contigs.fa_antismash_contig00008.region002	3622
MMO-59_contigs.fa_antismash_contig00014.region001	3626
MMO-59_contigs.fa_antismash_contig00018.region001	3629
MMO-59_contigs.fa_antismash_contig00020.region001	3630
MMO-59_contigs.fa_antismash_contig00031.region001	3632
MMO-59_contigs.fa_antismash_contig00032.region001	3633
MMO-59_contigs.fa_antismash_contig00039.region001	3634
MMO-59_contigs.fa_antismash_contig00050.region001	3635
MMO-136_contigs.fa_antismash_contig00010.region001	3646
MMO-141_contigs.fa_antismash_contig00005.region001	3646
MMO-154_contigs.fa_antismash_contig00010.region001	3646
MMO-26_contigs.fa_antismash_contig00013.region001	3646
MMO-27_contigs.fa_antismash_contig00005.region001	3646
MMO-29_contigs.fa_antismash_contig00008.region001	3646
MMO-67_contigs.fa_antismash_contig00013.region001	3646
USHLN229_contigs.fa_antismash_contig00006.region001	3646
USHLN230_contigs.fa_antismash_contig00001.region001	3646
USHLN232_contigs.fa_antismash_contig00005.region001	3646
MMO-81_contigs.fa_antismash_contig00004.region002	3688
MMO-8_contigs.fa_antismash_contig00001.region002	3725
MMO-8_contigs.fa_antismash_contig00001.region003	3726
MMO-152_contigs.fa_antismash_contig00006.region002	3728
MMO-8_contigs.fa_antismash_contig00002.region001	3728
MMO-152_contigs.fa_antismash_contig00006.region001	3729
MMO-8_contigs.fa_antismash_contig00002.region002	3729
S242_contigs.fa_antismash_contig00014.region001	3767
SRR13132389.7.fa_antismash_k141_135318.region001	3795
SRR13132388.2.fa_antismash_k141_249621.region001	3800
SRR13132389.4.fa_antismash_k141_127093.region001	3800
SRR13132390.2.fa_antismash_k141_256380.region001	3800
SRR13132392.5.fa_antismash_k141_151976.region001	3800
SRR13132393.1.fa_antismash_k141_174781.region001	3800
SRR14196804.3.fa_antismash_k141_9357.region001	3831
SRR16695303_bins3.2.fa_antismash_k119_45531.region001	3852
USHLN009_contigs.fa_antismash_contig00006.region001	3871
USHLN010_contigs.fa_antismash_contig00001.region003	3878
USHLN010_contigs.fa_antismash_contig00004.region001	3882
USHLN015_contigs.fa_antismash_contig00008.region001	3890
ERR4065CAT_bins.3.fa_antismash_k141_45556.region001	3892
USHLN015_contigs.fa_antismash_contig00008.region003	3892
USHLN015_contigs.fa_antismash_contig00011.region001	3895
USHLN015_contigs.fa_antismash_contig00024.region001	3899
USHLN015_contigs.fa_antismash_contig00026.region001	3900
USHLN028_contigs.fa_antismash_contig00001.region002	3932
USHLN028_contigs.fa_antismash_contig00008.region001	3944
USHLN029_contigs.fa_antismash_contig00022.region001	3944
USHLN030_contigs.fa_antismash_contig00001.region002	3946
USHLN030_contigs.fa_antismash_contig00005.region002	3951
USMM099_contigs.fa_antismash_contig00004.region003	3951
USMM108_contigs.fa_antismash_contig00003.region003	3951
USHLN04_contigs.fa_antismash_contig00004.region001	3957
USHLN04_contigs.fa_antismash_contig00018.region001	3963
AS083_contigs.fa_antismash_contig00008.region001	3964
AS093_contigs.fa_antismash_contig00012.region001	3964
AS170_contigs.fa_antismash_contig00004.region003	3964
AS214_contigs.fa_antismash_contig00009.region001	3964
AS222_contigs.fa_antismash_contig00003.region001	3964
HN039_contigs.fa_antismash_contig00003.region001	3964
HN117_contigs.fa_antismash_contig00022.region001	3964
HN118_contigs.fa_antismash_contig00023.region001	3964
HN119_contigs.fa_antismash_contig00021.region001	3964
MMO-102_contigs.fa_antismash_contig00004.region003	3964
USHLN04_contigs.fa_antismash_contig00022.region001	3964
USHLN08_contigs.fa_antismash_contig00004.region003	3964
USMM084_contigs.fa_antismash_contig00014.region001	3964
USMM085_contigs.fa_antismash_contig00014.region001	3964
AS209_contigs.fa_antismash_contig00019.region001	3967
AS230_contigs.fa_antismash_contig00003.region001	3967
AS235_contigs.fa_antismash_contig00014.region001	3967
HN162_contigs.fa_antismash_contig00001.region001	3967
USHLN06_contigs.fa_antismash_contig00004.region001	3967
USHLN157_contigs.fa_antismash_contig00012.region001	3967
USHLN16_contigs.fa_antismash_contig00024.region001	3967
USHLN262_contigs.fa_antismash_contig00002.region001	3967
USHLN139_contigs.fa_antismash_contig00001.region002	3981
USHLN139_contigs.fa_antismash_contig00002.region001	3982
USHLN139_contigs.fa_antismash_contig00007.region001	3985
USHLN149_contigs.fa_antismash_contig00010.region001	4002
USHLN150_contigs.fa_antismash_contig00001.region002	4004
USHLN150_contigs.fa_antismash_contig00001.region003	4005
USHLN150_contigs.fa_antismash_contig00005.region001	4009
USHLN150_contigs.fa_antismash_contig00007.region001	4010
USHLN150_contigs.fa_antismash_contig00008.region001	4011
USHLN150_contigs.fa_antismash_contig00009.region001	4012
USMM241_contigs.fa_antismash_contig00015.region001	4012
USHLN150_contigs.fa_antismash_contig00009.region003	4014
USHLN150_contigs.fa_antismash_contig00013.region001	4016
USHLN150_contigs.fa_antismash_contig00015.region001	4017
USHLN150_contigs.fa_antismash_contig00017.region001	4018
USHLN150_contigs.fa_antismash_contig00017.region002	4019
USHLN150_contigs.fa_antismash_contig00027.region001	4021
USHLN150_contigs.fa_antismash_contig00029.region001	4022
USHLN022_contigs.fa_antismash_contig00001.region007	4024
USHLN152_contigs.fa_antismash_contig00001.region002	4024
USHLN168_contigs.fa_antismash_contig00004.region005	4024
USHLN193_contigs.fa_antismash_contig00005.region002	4024
USMM086_contigs.fa_antismash_contig00005.region001	4024
USMM087_contigs.fa_antismash_contig00003.region001	4024
USMM088_contigs.fa_antismash_contig00001.region002	4024
USMM091_contigs.fa_antismash_contig00005.region001	4024
USMM093_contigs.fa_antismash_contig00006.region004	4024
USHLN152_contigs.fa_antismash_contig00010.region001	4030
USMM088_contigs.fa_antismash_contig00011.region001	4030
USHLN152_contigs.fa_antismash_contig00057.region001	4038
USMM088_contigs.fa_antismash_contig00054.region001	4038
USHLN154_contigs.fa_antismash_contig00005.region001	4046
USHLN155_contigs.fa_antismash_contig00008.region001	4051
USHLN155_contigs.fa_antismash_contig00011.region001	4053
USHLN158_contigs.fa_antismash_contig00003.region001	4087
USHLN159_contigs.fa_antismash_contig00003.region001	4087
USHLN160_contigs.fa_antismash_contig00003.region001	4087
USHLN162_contigs.fa_antismash_contig00004.region001	4087
USHLN164_contigs.fa_antismash_contig00003.region001	4087
USHLN199_contigs.fa_antismash_contig00003.region001	4087
USHLN200_contigs.fa_antismash_contig00003.region001	4087
USHLN256_contigs.fa_antismash_contig00005.region001	4087
USHLN32_contigs.fa_antismash_contig00003.region001	4087
USMM078_contigs.fa_antismash_contig00024.region001	4087
USMM079_contigs.fa_antismash_contig00024.region001	4087
VD24_contigs.fa_antismash_contig00017.region001	4087
VD30_contigs.fa_antismash_contig00004.region001	4087
VD33_contigs.fa_antismash_contig00030.region001	4087
USHLN157_contigs.fa_antismash_contig00010.region001	4116
USHLN16_contigs.fa_antismash_contig00001.region001	4116
MMO-25_contigs.fa_antismash_contig00001.region002	4158
USHLN022_contigs.fa_antismash_contig00001.region003	4158
USHLN152_contigs.fa_antismash_contig00002.region003	4158
USHLN168_contigs.fa_antismash_contig00004.region001	4158
USHLN172_contigs.fa_antismash_contig00001.region003	4158
USHLN181_contigs.fa_antismash_contig00005.region001	4158
USHLN183_contigs.fa_antismash_contig00004.region002	4158
USHLN192_contigs.fa_antismash_contig00001.region005	4158
USHLN193_contigs.fa_antismash_contig00009.region003	4158
USHLN195_contigs.fa_antismash_contig00001.region002	4158
USMM086_contigs.fa_antismash_contig00001.region002	4158
USMM087_contigs.fa_antismash_contig00008.region001	4158
USMM088_contigs.fa_antismash_contig00002.region001	4158
BGC0000407	4183
USHLN188_contigs.fa_antismash_contig00001.region003	4183
USHLN190_contigs.fa_antismash_contig00002.region001	4183
USHLN190_contigs.fa_antismash_contig00003.region003	4183
USHLN188_contigs.fa_antismash_contig00001.region004	4184
USHLN190_contigs.fa_antismash_contig00002.region002	4184
BGC0000309	4188
USHLN188_contigs.fa_antismash_contig00002.region003	4188
USHLN190_contigs.fa_antismash_contig00001.region001	4188
USHLN188_contigs.fa_antismash_contig00010.region001	4192
USHLN190_contigs.fa_antismash_contig00011.region001	4192
USHLN188_contigs.fa_antismash_contig00005.region001	4203
USHLN190_contigs.fa_antismash_contig00006.region001	4203
USHLN188_contigs.fa_antismash_contig00006.region001	4204
USHLN190_contigs.fa_antismash_contig00007.region001	4204
AS216_contigs.fa_antismash_contig00001.region001	4207
USHLN178_contigs.fa_antismash_contig00003.region001	4207
USHLN180_contigs.fa_antismash_contig00004.region001	4207
USHLN191_contigs.fa_antismash_contig00004.region001	4207
LB14_contigs.fa_antismash_contig00161.region001	4219
MMO-25_contigs.fa_antismash_contig00015.region001	4219
USHLN022_contigs.fa_antismash_contig00009.region001	4219
USHLN152_contigs.fa_antismash_contig00014.region001	4219
USHLN168_contigs.fa_antismash_contig00013.region001	4219
USHLN172_contigs.fa_antismash_contig00006.region001	4219
USHLN181_contigs.fa_antismash_contig00008.region001	4219
USHLN183_contigs.fa_antismash_contig00008.region001	4219
USHLN192_contigs.fa_antismash_contig00007.region001	4219
USHLN193_contigs.fa_antismash_contig00010.region001	4219
USHLN195_contigs.fa_antismash_contig00006.region001	4219
USMM086_contigs.fa_antismash_contig00012.region001	4219
USMM087_contigs.fa_antismash_contig00013.region001	4219
USMM088_contigs.fa_antismash_contig00016.region001	4219
USMM091_contigs.fa_antismash_contig00013.region001	4219
USMM093_contigs.fa_antismash_contig00012.region001	4219
BGC0001059	4227
USHLN022_contigs.fa_antismash_contig00010.region002	4227
USHLN193_contigs.fa_antismash_contig00007.region001	4227
USHLN196_contigs.fa_antismash_contig00007.region001	4252
USHLN196_contigs.fa_antismash_contig00008.region001	4255
USHLN197_contigs.fa_antismash_contig00003.region001	4264
USHLN211_contigs.fa_antismash_contig00003.region001	4264
USHLN208_contigs.fa_antismash_contig00010.region001	4296
USHLN213_contigs.fa_antismash_contig00001.region001	4311
USHLN213_contigs.fa_antismash_contig00001.region002	4312
USHLN215_contigs.fa_antismash_contig00002.region001	4321
USHLN215_contigs.fa_antismash_contig00006.region001	4322
USHLN215_contigs.fa_antismash_contig00013.region001	4327
USHLN218_contigs.fa_antismash_contig00001.region001	4334
USHLN218_contigs.fa_antismash_contig00001.region002	4335
USHLN218_contigs.fa_antismash_contig00003.region002	4340
USHLN218_contigs.fa_antismash_contig00013.region001	4342
USHLN210_contigs.fa_antismash_contig00008.region001	4346
USHLN217_contigs.fa_antismash_contig00001.region002	4346
USHLN220_contigs.fa_antismash_contig00002.region002	4346
USHLN228_contigs.fa_antismash_contig00003.region001	4346
USHLN234_contigs.fa_antismash_contig00001.region001	4381
USHLN234_contigs.fa_antismash_contig00009.region002	4386
USHLN256_contigs.fa_antismash_contig00001.region003	4394
USHLN256_contigs.fa_antismash_contig00002.region001	4395
