#BGC Name	Clan Number	Family Number
ERR4065CAT_bins.3.fa_antismash_k141_25889.region001	3101	2759
ERR4065CAT_bins.3.fa_antismash_k141_45556.region001	3101	2766
ERR4065CAT_bins.3.fa_antismash_k141_9931.region001	3101	2774
HN003_contigs.fa_antismash_contig00012.region001	3101	2787
HN020_contigs.fa_antismash_contig00002.region001	3101	2804
HN020_contigs.fa_antismash_contig00008.region001	3101	2806
AS167_contigs.fa_antismash_contig00002.region001	3101	2808
HN020_contigs.fa_antismash_contig00015.region001	3101	2808
HN047_contigs.fa_antismash_contig00008.region001	3101	2808
HN068_contigs.fa_antismash_contig00001.region001	3101	2808
HN105_contigs.fa_antismash_contig00012.region001	3101	2808
HN126_contigs.fa_antismash_contig00002.region001	3101	2808
HN127_contigs.fa_antismash_contig00002.region001	3101	2808
HN132_contigs.fa_antismash_contig00003.region001	3101	2808
USHLN143_contigs.fa_antismash_contig00003.region001	3101	2808
HN022_contigs.fa_antismash_contig00002.region001	3101	2813
AS085_contigs.fa_antismash_contig00002.region001	3101	2815
AS129_contigs.fa_antismash_contig00002.region001	3101	2815
AS139_contigs.fa_antismash_contig00002.region001	3101	2815
AS142_contigs.fa_antismash_contig00003.region002	3101	2815
HN003_contigs.fa_antismash_contig00001.region002	3101	2815
HN019_contigs.fa_antismash_contig00003.region002	3101	2815
HN022_contigs.fa_antismash_contig00003.region001	3101	2815
USHLN165_contigs.fa_antismash_contig00005.region001	3101	2815
AA010_contigs.fa_antismash_contig00001.region002	3101	2822
AS013_contigs.fa_antismash_contig00016.region001	3101	2822
HN034_contigs.fa_antismash_contig00002.region001	3101	2822
AA010_contigs.fa_antismash_contig00004.region001	3101	2823
HN034_contigs.fa_antismash_contig00004.region001	3101	2823
HN041_contigs.fa_antismash_contig00004.region001	3101	2823
HN059_contigs.fa_antismash_contig00005.region001	3101	2823
AS096_contigs.fa_antismash_contig00001.region001	3101	2846
AS116_contigs.fa_antismash_contig00001.region003	3101	2846
BGC0000295	3101	2846
HN020_contigs.fa_antismash_contig00006.region001	3101	2846
HN047_contigs.fa_antismash_contig00002.region001	3101	2846
HN068_contigs.fa_antismash_contig00009.region001	3101	2846
HN105_contigs.fa_antismash_contig00010.region001	3101	2846
HN123_contigs.fa_antismash_contig00001.region001	3101	2846
HN126_contigs.fa_antismash_contig00001.region001	3101	2846
HN127_contigs.fa_antismash_contig00001.region002	3101	2846
HN132_contigs.fa_antismash_contig00001.region002	3101	2846
USHLN143_contigs.fa_antismash_contig00076.region001	3101	2846
HN068_contigs.fa_antismash_contig00004.region001	3101	2878
HN123_contigs.fa_antismash_contig00006.region001	3101	2878
HN126_contigs.fa_antismash_contig00005.region001	3101	2878
HN127_contigs.fa_antismash_contig00004.region001	3101	2878
HN079_contigs.fa_antismash_contig00004.region001	3101	2901
MMO-151_contigs.fa_antismash_contig00010.region001	3101	2901
MMO-24_contigs.fa_antismash_contig00010.region001	3101	2901
MMO-28_contigs.fa_antismash_contig00003.region001	3101	2901
HN079_contigs.fa_antismash_contig00009.region001	3101	2903
MMO-151_contigs.fa_antismash_contig00008.region001	3101	2903
MMO-24_contigs.fa_antismash_contig00008.region001	3101	2903
MMO-28_contigs.fa_antismash_contig00008.region001	3101	2903
HN079_contigs.fa_antismash_contig00010.region001	3101	2904
MMO-151_contigs.fa_antismash_contig00009.region001	3101	2904
MMO-24_contigs.fa_antismash_contig00009.region001	3101	2904
MMO-28_contigs.fa_antismash_contig00009.region001	3101	2904
AA010_contigs.fa_antismash_contig00007.region001	3101	2931
ERR3376859.5.fa_antismash_k141_66325.region001	3101	2931
HN034_contigs.fa_antismash_contig00007.region001	3101	2931
HN041_contigs.fa_antismash_contig00006.region001	3101	2931
HN059_contigs.fa_antismash_contig00008.region001	3101	2931
HN067_contigs.fa_antismash_contig00008.region002	3101	2931
HN071_contigs.fa_antismash_contig00008.region002	3101	2931
HN093_contigs.fa_antismash_contig00007.region001	3101	2931
HN099_contigs.fa_antismash_contig00009.region001	3101	2931
MMO-130_contigs.fa_antismash_contig00009.region001	3101	2931
MMO-131_contigs.fa_antismash_contig00009.region001	3101	2931
MMO-163_contigs.fa_antismash_contig00010.region002	3101	2931
ERR3376859.5.fa_antismash_k141_66325.region002	3101	2932
HN067_contigs.fa_antismash_contig00008.region001	3101	2932
HN071_contigs.fa_antismash_contig00008.region001	3101	2932
HN093_contigs.fa_antismash_contig00007.region002	3101	2932
HN099_contigs.fa_antismash_contig00009.region002	3101	2932
M51_contigs.fa_antismash_contig00010.region001	3101	2932
MMO-128_contigs.fa_antismash_contig00007.region001	3101	2932
MMO-130_contigs.fa_antismash_contig00009.region002	3101	2932
MMO-131_contigs.fa_antismash_contig00009.region002	3101	2932
MMO-143_contigs.fa_antismash_contig00007.region001	3101	2932
MMO-163_contigs.fa_antismash_contig00010.region001	3101	2932
VD14_contigs.fa_antismash_contig00010.region001	3101	2932
AA010_contigs.fa_antismash_contig00006.region001	3101	2934
AS013_contigs.fa_antismash_contig00015.region001	3101	2934
AS096_contigs.fa_antismash_contig00006.region001	3101	2934
AS116_contigs.fa_antismash_contig00007.region001	3101	2934
ERR3376859.5.fa_antismash_k141_89088.region001	3101	2934
HN034_contigs.fa_antismash_contig00006.region001	3101	2934
HN041_contigs.fa_antismash_contig00001.region004	3101	2934
HN059_contigs.fa_antismash_contig00007.region001	3101	2934
HN067_contigs.fa_antismash_contig00007.region001	3101	2934
HN071_contigs.fa_antismash_contig00007.region001	3101	2934
HN093_contigs.fa_antismash_contig00011.region001	3101	2934
HN099_contigs.fa_antismash_contig00012.region001	3101	2934
HN123_contigs.fa_antismash_contig00002.region001	3101	2934
M51_contigs.fa_antismash_contig00009.region001	3101	2934
MMO-128_contigs.fa_antismash_contig00008.region001	3101	2934
MMO-130_contigs.fa_antismash_contig00012.region001	3101	2934
MMO-131_contigs.fa_antismash_contig00012.region001	3101	2934
MMO-143_contigs.fa_antismash_contig00008.region001	3101	2934
MMO-163_contigs.fa_antismash_contig00012.region001	3101	2934
VD14_contigs.fa_antismash_contig00008.region001	3101	2934
AS124_contigs.fa_antismash_contig00010.region001	3101	2941
AS183_contigs.fa_antismash_contig00005.region001	3101	2941
HN007_contigs.fa_antismash_contig00010.region001	3101	2941
HN049_contigs.fa_antismash_contig00010.region001	3101	2941
HN065_contigs.fa_antismash_contig00010.region001	3101	2941
HN069_contigs.fa_antismash_contig00011.region001	3101	2941
HN073_contigs.fa_antismash_contig00010.region001	3101	2941
HN087_contigs.fa_antismash_contig00009.region001	3101	2941
HN091_contigs.fa_antismash_contig00009.region001	3101	2941
HN100_contigs.fa_antismash_contig00009.region001	3101	2941
HN109_contigs.fa_antismash_contig00011.region001	3101	2941
HN110_contigs.fa_antismash_contig00010.region001	3101	2941
HN120_contigs.fa_antismash_contig00006.region001	3101	2941
HN124_contigs.fa_antismash_contig00006.region001	3101	2941
HN125_contigs.fa_antismash_contig00007.region001	3101	2941
HN151_contigs.fa_antismash_contig00010.region001	3101	2941
HN157_contigs.fa_antismash_contig00011.region001	3101	2941
HN173_contigs.fa_antismash_contig00007.region001	3101	2941
HN176_contigs.fa_antismash_contig00010.region001	3101	2941
MMO-110_contigs.fa_antismash_contig00010.region001	3101	2941
MMO-116_contigs.fa_antismash_contig00010.region001	3101	2941
MMO-119_contigs.fa_antismash_contig00010.region001	3101	2941
MMO-120_contigs.fa_antismash_contig00011.region001	3101	2941
MMO-122_contigs.fa_antismash_contig00011.region001	3101	2941
MMO-126_contigs.fa_antismash_contig00010.region001	3101	2941
MMO-37_contigs.fa_antismash_contig00010.region001	3101	2941
MMO-38_contigs.fa_antismash_contig00011.region001	3101	2941
MMO-43_contigs.fa_antismash_contig00010.region001	3101	2941
MMO-45_contigs.fa_antismash_contig00010.region001	3101	2941
MMO-83_contigs.fa_antismash_contig00010.region001	3101	2941
MMO-84_contigs.fa_antismash_contig00010.region001	3101	2941
MMO-88_contigs.fa_antismash_contig00011.region001	3101	2941
MMO-89_contigs.fa_antismash_contig00011.region001	3101	2941
MMO-90_contigs.fa_antismash_contig00010.region001	3101	2941
MMO-94_contigs.fa_antismash_contig00011.region001	3101	2941
USHLN167_contigs.fa_antismash_contig00014.region001	3101	2941
USHLN177_contigs.fa_antismash_contig00007.region001	3101	2941
USHLN179_contigs.fa_antismash_contig00007.region001	3101	2941
USHLN184_contigs.fa_antismash_contig00006.region001	3101	2941
USMM051_contigs.fa_antismash_contig00009.region001	3101	2941
USMM053_contigs.fa_antismash_contig00009.region001	3101	2941
USMM054_contigs.fa_antismash_contig00009.region001	3101	2941
USMM055_contigs.fa_antismash_contig00009.region001	3101	2941
USMM058_contigs.fa_antismash_contig00009.region001	3101	2941
USMM059_contigs.fa_antismash_contig00009.region001	3101	2941
USMM061_contigs.fa_antismash_contig00010.region001	3101	2941
USMM062_contigs.fa_antismash_contig00010.region001	3101	2941
USMM063_contigs.fa_antismash_contig00009.region001	3101	2941
USMM064_contigs.fa_antismash_contig00011.region001	3101	2941
USMM072_contigs.fa_antismash_contig00009.region001	3101	2941
VD12_contigs.fa_antismash_contig00064.region001	3101	2941
VD5_contigs.fa_antismash_contig00012.region001	3101	2941
HN117_contigs.fa_antismash_contig00003.region001	3101	2970
HN118_contigs.fa_antismash_contig00003.region001	3101	2970
HN119_contigs.fa_antismash_contig00004.region001	3101	2970
MMO-102_contigs.fa_antismash_contig00003.region001	3101	2970
USHLN04_contigs.fa_antismash_contig00002.region001	3101	2970
USHLN08_contigs.fa_antismash_contig00003.region003	3101	2970
USMM084_contigs.fa_antismash_contig00005.region001	3101	2970
USMM085_contigs.fa_antismash_contig00005.region001	3101	2970
HN117_contigs.fa_antismash_contig00006.region001	3101	2973
HN118_contigs.fa_antismash_contig00007.region001	3101	2973
HN119_contigs.fa_antismash_contig00003.region002	3101	2973
MMO-102_contigs.fa_antismash_contig00005.region001	3101	2973
USHLN04_contigs.fa_antismash_contig00004.region002	3101	2973
USHLN08_contigs.fa_antismash_contig00012.region001	3101	2973
USMM084_contigs.fa_antismash_contig00015.region001	3101	2973
USMM085_contigs.fa_antismash_contig00015.region001	3101	2973
HN121_contigs.fa_antismash_contig00003.region001	3101	3005
HN122_contigs.fa_antismash_contig00003.region001	3101	3005
USMM066_contigs.fa_antismash_contig00005.region001	3101	3005
USMM068_contigs.fa_antismash_contig00005.region001	3101	3005
HN121_contigs.fa_antismash_contig00004.region002	3101	3007
HN122_contigs.fa_antismash_contig00004.region002	3101	3007
HN047_contigs.fa_antismash_contig00004.region001	3101	3039
HN132_contigs.fa_antismash_contig00006.region001	3101	3039
HN047_contigs.fa_antismash_contig00009.region001	3101	3040
HN132_contigs.fa_antismash_contig00008.region001	3101	3040
HN151_contigs.fa_antismash_contig00006.region002	3101	3047
HN157_contigs.fa_antismash_contig00006.region002	3101	3047
HN173_contigs.fa_antismash_contig00006.region001	3101	3047
HN151_contigs.fa_antismash_contig00005.region001	3101	3051
HN157_contigs.fa_antismash_contig00002.region001	3101	3051
HN173_contigs.fa_antismash_contig00005.region001	3101	3051
HN162_contigs.fa_antismash_contig00003.region001	3101	3061
HN162_contigs.fa_antismash_contig00005.region001	3101	3062
HN166_contigs.fa_antismash_contig00001.region002	3101	3064
HN166_contigs.fa_antismash_contig00008.region001	3101	3068
HN151_contigs.fa_antismash_contig00004.region001	3101	3069
HN157_contigs.fa_antismash_contig00005.region001	3101	3069
HN166_contigs.fa_antismash_contig00014.region001	3101	3069
HN173_contigs.fa_antismash_contig00004.region001	3101	3069
LB12_contigs.fa_antismash_contig00011.region001	3101	3097
SRR14196804.3.fa_antismash_k141_72456.region001	3101	3097
LB14_contigs.fa_antismash_contig00078.region001	3101	3101
MMO-25_contigs.fa_antismash_contig00001.region001	3101	3101
USHLN022_contigs.fa_antismash_contig00001.region002	3101	3101
USHLN152_contigs.fa_antismash_contig00002.region002	3101	3101
USHLN168_contigs.fa_antismash_contig00002.region002	3101	3101
USHLN172_contigs.fa_antismash_contig00001.region002	3101	3101
USHLN181_contigs.fa_antismash_contig00001.region003	3101	3101
USHLN183_contigs.fa_antismash_contig00004.region003	3101	3101
USHLN192_contigs.fa_antismash_contig00001.region006	3101	3101
USHLN193_contigs.fa_antismash_contig00002.region001	3101	3101
USHLN195_contigs.fa_antismash_contig00001.region001	3101	3101
USMM086_contigs.fa_antismash_contig00001.region001	3101	3101
USMM087_contigs.fa_antismash_contig00006.region001	3101	3101
USMM088_contigs.fa_antismash_contig00002.region002	3101	3101
LB14_contigs.fa_antismash_contig00356.region001	3101	3113
M50_contigs.fa_antismash_contig00002.region001	3101	3122
AA010_contigs.fa_antismash_contig00001.region003	3101	3129
ERR3376859.5.fa_antismash_k141_93323.region001	3101	3129
HN034_contigs.fa_antismash_contig00001.region003	3101	3129
HN041_contigs.fa_antismash_contig00001.region001	3101	3129
HN059_contigs.fa_antismash_contig00003.region001	3101	3129
M51_contigs.fa_antismash_contig00007.region001	3101	3129
MMO-128_contigs.fa_antismash_contig00002.region001	3101	3129
MMO-143_contigs.fa_antismash_contig00002.region001	3101	3129
VD14_contigs.fa_antismash_contig00003.region001	3101	3129
MMO-108_contigs.fa_antismash_contig00001.region001	3101	3160
MMO-108_contigs.fa_antismash_contig00016.region001	3101	3164
MMO-109_contigs.fa_antismash_contig00002.region002	3101	3169
MMO-42_contigs.fa_antismash_contig00002.region002	3101	3169
MMO-109_contigs.fa_antismash_contig00003.region001	3101	3170
MMO-42_contigs.fa_antismash_contig00004.region001	3101	3170
MMO-109_contigs.fa_antismash_contig00011.region001	3101	3173
MMO-42_contigs.fa_antismash_contig00008.region001	3101	3173
MMO-113_contigs.fa_antismash_contig00001.region001	3101	3183
MMO-114_contigs.fa_antismash_contig00001.region002	3101	3186
MMO-114_contigs.fa_antismash_contig00003.region002	3101	3189
MMO-114_contigs.fa_antismash_contig00017.region001	3101	3194
MMO-104_contigs.fa_antismash_contig00006.region001	3101	3223
MMO-123_contigs.fa_antismash_contig00006.region001	3101	3223
MMO-124_contigs.fa_antismash_contig00006.region001	3101	3223
MMO-144_contigs.fa_antismash_contig00007.region001	3101	3223
MMO-82_contigs.fa_antismash_contig00006.region001	3101	3223
MMO-104_contigs.fa_antismash_contig00009.region001	3101	3224
MMO-123_contigs.fa_antismash_contig00009.region001	3101	3224
MMO-124_contigs.fa_antismash_contig00007.region001	3101	3224
MMO-144_contigs.fa_antismash_contig00011.region001	3101	3224
MMO-82_contigs.fa_antismash_contig00007.region001	3101	3224
MMO-104_contigs.fa_antismash_contig00009.region002	3101	3225
MMO-123_contigs.fa_antismash_contig00009.region002	3101	3225
MMO-124_contigs.fa_antismash_contig00007.region002	3101	3225
MMO-144_contigs.fa_antismash_contig00010.region001	3101	3225
MMO-82_contigs.fa_antismash_contig00007.region002	3101	3225
MMO-104_contigs.fa_antismash_contig00001.region001	3101	3226
MMO-123_contigs.fa_antismash_contig00001.region001	3101	3226
MMO-124_contigs.fa_antismash_contig00001.region001	3101	3226
MMO-144_contigs.fa_antismash_contig00001.region001	3101	3226
MMO-82_contigs.fa_antismash_contig00001.region003	3101	3226
MMO-104_contigs.fa_antismash_contig00002.region001	3101	3229
MMO-123_contigs.fa_antismash_contig00002.region001	3101	3229
MMO-124_contigs.fa_antismash_contig00002.region001	3101	3229
MMO-144_contigs.fa_antismash_contig00002.region001	3101	3229
MMO-82_contigs.fa_antismash_contig00003.region001	3101	3229
BGC0002464	3101	3230
MMO-104_contigs.fa_antismash_contig00003.region001	3101	3230
MMO-123_contigs.fa_antismash_contig00003.region001	3101	3230
MMO-124_contigs.fa_antismash_contig00003.region001	3101	3230
MMO-144_contigs.fa_antismash_contig00003.region001	3101	3230
MMO-82_contigs.fa_antismash_contig00002.region001	3101	3230
BGC0000294	3101	3255
HN067_contigs.fa_antismash_contig00002.region001	3101	3255
HN071_contigs.fa_antismash_contig00002.region001	3101	3255
HN093_contigs.fa_antismash_contig00002.region001	3101	3255
HN099_contigs.fa_antismash_contig00001.region001	3101	3255
MMO-130_contigs.fa_antismash_contig00001.region001	3101	3255
MMO-131_contigs.fa_antismash_contig00001.region001	3101	3255
MMO-163_contigs.fa_antismash_contig00001.region001	3101	3255
AA010_contigs.fa_antismash_contig00003.region001	3101	3259
ERR3376859.5.fa_antismash_k141_29742.region001	3101	3259
HN034_contigs.fa_antismash_contig00001.region002	3101	3259
HN041_contigs.fa_antismash_contig00001.region002	3101	3259
HN059_contigs.fa_antismash_contig00003.region002	3101	3259
HN067_contigs.fa_antismash_contig00010.region001	3101	3259
HN071_contigs.fa_antismash_contig00010.region001	3101	3259
HN093_contigs.fa_antismash_contig00009.region001	3101	3259
HN099_contigs.fa_antismash_contig00011.region001	3101	3259
M51_contigs.fa_antismash_contig00002.region001	3101	3259
MMO-128_contigs.fa_antismash_contig00002.region002	3101	3259
MMO-130_contigs.fa_antismash_contig00011.region001	3101	3259
MMO-131_contigs.fa_antismash_contig00011.region001	3101	3259
MMO-143_contigs.fa_antismash_contig00002.region002	3101	3259
MMO-163_contigs.fa_antismash_contig00011.region001	3101	3259
VD14_contigs.fa_antismash_contig00002.region001	3101	3259
ERR4065CAT_bins.2.fa_antismash_k141_51844.region002	3101	3326
MMO-14_contigs.fa_antismash_contig00007.region001	3101	3326
MMO-36_contigs.fa_antismash_contig00007.region001	3101	3326
MMO-41_contigs.fa_antismash_contig00007.region001	3101	3326
MMO-44_contigs.fa_antismash_contig00007.region001	3101	3326
S242_contigs.fa_antismash_contig00001.region002	3101	3326
USHLN021_contigs.fa_antismash_contig00004.region001	3101	3326
ERR4065CAT_bins.2.fa_antismash_k141_24628.region001	3101	3327
MMO-14_contigs.fa_antismash_contig00014.region001	3101	3327
MMO-36_contigs.fa_antismash_contig00014.region001	3101	3327
MMO-41_contigs.fa_antismash_contig00014.region001	3101	3327
MMO-44_contigs.fa_antismash_contig00014.region001	3101	3327
S242_contigs.fa_antismash_contig00028.region001	3101	3327
USHLN021_contigs.fa_antismash_contig00001.region001	3101	3327
HN079_contigs.fa_antismash_contig00019.region001	3101	3333
MMO-151_contigs.fa_antismash_contig00018.region001	3101	3333
MMO-24_contigs.fa_antismash_contig00018.region001	3101	3333
MMO-28_contigs.fa_antismash_contig00017.region001	3101	3333
MMO-152_contigs.fa_antismash_contig00001.region001	3101	3338
MMO-8_contigs.fa_antismash_contig00001.region001	3101	3338
MMO-152_contigs.fa_antismash_contig00001.region002	3101	3339
MMO-152_contigs.fa_antismash_contig00002.region001	3101	3342
MMO-152_contigs.fa_antismash_contig00002.region003	3101	3344
MMO-8_contigs.fa_antismash_contig00003.region002	3101	3344
MMO-152_contigs.fa_antismash_contig00003.region003	3101	3347
MMO-136_contigs.fa_antismash_contig00014.region001	3101	3356
MMO-141_contigs.fa_antismash_contig00001.region001	3101	3356
MMO-154_contigs.fa_antismash_contig00003.region001	3101	3356
MMO-26_contigs.fa_antismash_contig00011.region001	3101	3356
MMO-27_contigs.fa_antismash_contig00008.region001	3101	3356
MMO-29_contigs.fa_antismash_contig00016.region001	3101	3356
MMO-67_contigs.fa_antismash_contig00003.region001	3101	3356
USHLN229_contigs.fa_antismash_contig00008.region001	3101	3356
USHLN230_contigs.fa_antismash_contig00002.region001	3101	3356
USHLN232_contigs.fa_antismash_contig00010.region001	3101	3356
MMO-136_contigs.fa_antismash_contig00012.region001	3101	3359
MMO-141_contigs.fa_antismash_contig00019.region001	3101	3359
MMO-154_contigs.fa_antismash_contig00009.region001	3101	3359
MMO-26_contigs.fa_antismash_contig00002.region001	3101	3359
MMO-27_contigs.fa_antismash_contig00002.region001	3101	3359
MMO-29_contigs.fa_antismash_contig00009.region001	3101	3359
MMO-67_contigs.fa_antismash_contig00001.region001	3101	3359
USHLN229_contigs.fa_antismash_contig00004.region001	3101	3359
USHLN230_contigs.fa_antismash_contig00012.region001	3101	3359
USHLN232_contigs.fa_antismash_contig00007.region001	3101	3359
MMO-160_contigs.fa_antismash_contig00004.region001	3101	3365
MMO-160_contigs.fa_antismash_contig00011.region001	3101	3368
MMO-164_contigs.fa_antismash_contig00001.region001	3101	3383
MMO-165_contigs.fa_antismash_contig00004.region001	3101	3383
MMO-1_contigs.fa_antismash_contig00001.region001	3101	3383
MMO-2_contigs.fa_antismash_contig00005.region001	3101	3383
MMO-6_contigs.fa_antismash_contig00002.region001	3101	3383
MMO-164_contigs.fa_antismash_contig00008.region001	3101	3389
MMO-165_contigs.fa_antismash_contig00009.region001	3101	3389
MMO-1_contigs.fa_antismash_contig00010.region001	3101	3389
MMO-2_contigs.fa_antismash_contig00007.region001	3101	3389
MMO-6_contigs.fa_antismash_contig00015.region001	3101	3389
USHLN265_contigs.fa_antismash_contig00019.region001	3101	3389
USMM131_contigs.fa_antismash_contig00012.region001	3101	3389
MMO-172_contigs.fa_antismash_contig00017.region001	3101	3397
MMO-173_contigs.fa_antismash_contig00012.region001	3101	3406
MMO-173_contigs.fa_antismash_contig00004.region001	3101	3420
MMO-175_contigs.fa_antismash_contig00012.region001	3101	3420
MMO-176_contigs.fa_antismash_contig00006.region001	3101	3425
MMO-153_contigs.fa_antismash_contig00008.region001	3101	3452
MMO-159_contigs.fa_antismash_contig00006.region001	3101	3452
MMO-20_contigs.fa_antismash_contig00008.region001	3101	3452
MMO-64_contigs.fa_antismash_contig00007.region001	3101	3452
MMO-78_contigs.fa_antismash_contig00009.region001	3101	3452
HN079_contigs.fa_antismash_contig00006.region001	3101	3463
MMO-151_contigs.fa_antismash_contig00006.region001	3101	3463
MMO-24_contigs.fa_antismash_contig00006.region001	3101	3463
MMO-28_contigs.fa_antismash_contig00006.region001	3101	3463
MMO-10_contigs.fa_antismash_contig00005.region001	3101	3517
MMO-138_contigs.fa_antismash_contig00002.region001	3101	3517
MMO-23_contigs.fa_antismash_contig00001.region001	3101	3517
MMO-32_contigs.fa_antismash_contig00001.region001	3101	3517
MMO-35_contigs.fa_antismash_contig00002.region001	3101	3517
MMO-39_contigs.fa_antismash_contig00006.region001	3101	3551
MMO-40_contigs.fa_antismash_contig00005.region001	3101	3551
MMO-4_contigs.fa_antismash_contig00010.region001	3101	3551
MMO-57_contigs.fa_antismash_contig00005.region001	3101	3551
MMO-71_contigs.fa_antismash_contig00005.region001	3101	3551
MMO-109_contigs.fa_antismash_contig00009.region001	3101	3563
MMO-42_contigs.fa_antismash_contig00003.region001	3101	3563
AS218_contigs.fa_antismash_contig00006.region001	3101	3582
MMO-140_contigs.fa_antismash_contig00017.region001	3101	3582
MMO-47_contigs.fa_antismash_contig00001.region001	3101	3582
USHLN169_contigs.fa_antismash_contig00002.region002	3101	3582
USHLN173_contigs.fa_antismash_contig00009.region001	3101	3582
USHLN205_contigs.fa_antismash_contig00009.region001	3101	3582
MMO-58_contigs.fa_antismash_contig00005.region001	3101	3609
MMO-59_contigs.fa_antismash_contig00002.region001	3101	3618
MMO-59_contigs.fa_antismash_contig00003.region001	3101	3619
MMO-59_contigs.fa_antismash_contig00010.region001	3101	3623
MMO-59_contigs.fa_antismash_contig00014.region001	3101	3626
MMO-59_contigs.fa_antismash_contig00016.region001	3101	3627
MMO-59_contigs.fa_antismash_contig00032.region001	3101	3633
MMO-64_contigs.fa_antismash_contig00001.region001	3101	3636
MMO-125_contigs.fa_antismash_contig00001.region001	3101	3638
MMO-161_contigs.fa_antismash_contig00001.region001	3101	3638
MMO-66_contigs.fa_antismash_contig00001.region001	3101	3638
MMO-75_contigs.fa_antismash_contig00001.region002	3101	3638
USHLN153_contigs.fa_antismash_contig00002.region001	3101	3638
USHLN154_contigs.fa_antismash_contig00003.region001	3101	3638
